nct,outcome_title,unit,param_type,dispersion,arm,class,category,value,spread,ci_lo,ci_hi
NCT00249821,Change From Baseline in Height at Month 6,cm,MEAN,Standard Deviation,Saizen® 0.057 mg/kg/Day,Change at Month 6,,3.60,1.31,,
NCT00249821,Change From Baseline in Height at Month 6,cm,MEAN,Standard Deviation,Saizen® 0.035 mg/kg/Day,Change at Month 6,,2.50,0.99,,
NCT00249821,Change From Baseline in Bone Age at Month 12,years,MEAN,Standard Deviation,Saizen® 0.057 mg/kg/Day,"Baseline (randomization) (n = 9,10)",,7.50,0.82,,
NCT00249821,Change From Baseline in Bone Age at Month 12,years,MEAN,Standard Deviation,Saizen® 0.035 mg/kg/Day,"Baseline (randomization) (n = 9,10)",,7.00,1.85,,
NCT00249821,Change From Baseline in Bone Age at Month 12,years,MEAN,Standard Deviation,Saizen® 0.057 mg/kg/Day,"Change at Month 12 (n=9,7)",,1.40,0.79,,
NCT00249821,Change From Baseline in Bone Age at Month 12,years,MEAN,Standard Deviation,Saizen® 0.035 mg/kg/Day,"Change at Month 12 (n=9,7)",,1.40,0.89,,
NCT00265148,Number of Participants With Body Weight and Height Outside the Clinical Concern at Month 12,Participants,COUNT_OF_PARTICIPANTS,,Placebo,Increase from Baseline >=7%,,2,,,
NCT00265148,Number of Participants With Body Weight and Height Outside the Clinical Concern at Month 12,Participants,COUNT_OF_PARTICIPANTS,,Rosiglitazone,Increase from Baseline >=7%,,5,,,
NCT00265148,Number of Participants With Body Weight and Height Outside the Clinical Concern at Month 12,Participants,COUNT_OF_PARTICIPANTS,,Placebo,Decrease from Baseline >=7%,,2,,,
NCT00265148,Number of Participants With Body Weight and Height Outside the Clinical Concern at Month 12,Participants,COUNT_OF_PARTICIPANTS,,Rosiglitazone,Decrease from Baseline >=7%,,2,,,
NCT00266656,Most Mature Height Standard Deviation Score (SDS),standard deviation score,MEAN,Standard Deviation,Early Treated,,,-1.37,1.09,,
NCT00266656,Most Mature Height Standard Deviation Score (SDS),standard deviation score,MEAN,Standard Deviation,Early Untreated,,,-1.60,1.21,,
NCT00266656,Height SDS at Various Ages,Standard deviation score,MEAN,Standard Deviation,Early Treated,"Age 10 (n=32, 30)",,-0.66,1.16,,
NCT00266656,Height SDS at Various Ages,Standard deviation score,MEAN,Standard Deviation,Early Untreated,"Age 10 (n=32, 30)",,-1.28,1.17,,
NCT00266656,Height SDS at Various Ages,Standard deviation score,MEAN,Standard Deviation,Early Treated,"Age 13 (n=29, 29)",,-1.29,1.24,,
NCT00266656,Height SDS at Various Ages,Standard deviation score,MEAN,Standard Deviation,Early Untreated,"Age 13 (n=29, 29)",,-1.87,1.16,,
NCT00266656,Height SDS at Various Ages,Standard deviation score,MEAN,Standard Deviation,Early Treated,"Age 16 (n=18, 18)",,-1.66,1.11,,
NCT00266656,Height SDS at Various Ages,Standard deviation score,MEAN,Standard Deviation,Early Untreated,"Age 16 (n=18, 18)",,-1.69,1.30,,
NCT00266656,Chronological Age at First Visit Participant Attained Bone Age of 14.5 Years,years,MEAN,Standard Error,Early Treated,,,14.64,0.25,,
NCT00266656,Chronological Age at First Visit Participant Attained Bone Age of 14.5 Years,years,MEAN,Standard Error,Early Untreated,,,15.26,0.23,,
NCT00278915,Change in Rate of Bone Age (BA) Advancement Over First 6-month Treatment Period Compared to Baseline,Ratio,MEAN,Standard Deviation,Fulvestrant,,,-0.83,1.507,,
NCT00278915,Change in Growth Velocity (Annualized Growth Velocity in cm/Year) Over First 6-month Treatment Period Compared to Baseline,cm/year,MEAN,Standard Deviation,Fulvestrant,,,-1.7,4.35,,
NCT00278915,Change in Growth Velocity (Annualized Growth Velocity in cm/Year) Over Second 6-month Treatment Period Compared to Baseline,cm/year,MEAN,Standard Deviation,Fulvestrant,,,-0.8,4.49,,
NCT00278915,Change in Growth Velocity (Annualized Growth Velocity in cm/Year) Over Whole 12-month Treatment Period Compared to Baseline,cm/year,MEAN,Standard Deviation,Fulvestrant,,,-1.4,3.69,,
NCT00278915,Change in Growth Velocity (Z-score) Over the First 6-month Treatment Period Compared to Baseline,Unit on a score,MEAN,Standard Deviation,Fulvestrant,,,-1.60,4.616,,
NCT00278915,Change in Growth Velocity (Z-score) Over the Second 6-month Treatment Period Compared to Baseline,Unit on a score,MEAN,Standard Deviation,Fulvestrant,,,-0.64,4.606,,
NCT00278915,Change in Growth Velocity (Z-score) Over the Whole 12-month Treatment Period Compared to Baseline,Unit on a score,MEAN,Standard Deviation,Fulvestrant,,,-1.14,4.078,,
NCT00278915,Change in Predicted Adult Height (PAH) From Baseline to Month 12/Final Visit,Centimeter,MEAN,Standard Deviation,Fulvestrant,,,0.5,4.10,,
NCT00294684,Height Z-Score,Z-score,MEAN,Standard Error,Corticosteroids,,,-0.7,0.16,,
NCT00294684,Height Z-Score,Z-score,MEAN,Standard Error,Placebo,,,-0.6,0.16,,
NCT00299000,Change in Height,centimeters,MEAN,Standard Deviation,"Naglazyme, 1.0 mg/kg",Height at baseline,,67.3,5.1,,
NCT00299000,Change in Height,centimeters,MEAN,Standard Deviation,"Naglazyme, 2.0 mg/kg",Height at baseline,,80.3,1.8,,
NCT00299000,Change in Height,centimeters,MEAN,Standard Deviation,"Naglazyme, 1.0 mg/kg",Height at week 52,,81.9,1.8,,
NCT00299000,Change in Height,centimeters,MEAN,Standard Deviation,"Naglazyme, 2.0 mg/kg",Height at week 52,,91.3,5.2,,
NCT00299000,Change in Height,centimeters,MEAN,Standard Deviation,"Naglazyme, 1.0 mg/kg",Change in height,,14.6,6.9,,
NCT00299000,Change in Height,centimeters,MEAN,Standard Deviation,"Naglazyme, 2.0 mg/kg",Change in height,,11.0,7.0,,
NCT00319020,Change From Baseline to End of Study (EOS) in Height for Age.,Z-score,MEDIAN,Full Range,Patients With Previous Bosentan,Z-score at baseline,,-0.8,,-3.32,3.72
NCT00319020,Change From Baseline to End of Study (EOS) in Height for Age.,Z-score,MEDIAN,Full Range,Bosentan-naive Patients,Z-score at baseline,,0.32,,-2.62,1.99
NCT00319020,Change From Baseline to End of Study (EOS) in Height for Age.,Z-score,MEDIAN,Full Range,Total,Z-score at baseline,,-0.64,,-3.32,3.72
NCT00319020,Change From Baseline to End of Study (EOS) in Height for Age.,Z-score,MEDIAN,Full Range,Patients With Previous Bosentan,Z-score at EOS,,-0.74,,-3.52,2.78
NCT00319020,Change From Baseline to End of Study (EOS) in Height for Age.,Z-score,MEDIAN,Full Range,Bosentan-naive Patients,Z-score at EOS,,-0.08,,-2.44,1.84
NCT00319020,Change From Baseline to End of Study (EOS) in Height for Age.,Z-score,MEDIAN,Full Range,Total,Z-score at EOS,,-0.36,,-3.52,2.78
NCT00319020,Change From Baseline to End of Study (EOS) in Height for Age.,Z-score,MEDIAN,Full Range,Patients With Previous Bosentan,Z-score change from baseline to EOS,,-0.05,,-0.94,0.91
NCT00319020,Change From Baseline to End of Study (EOS) in Height for Age.,Z-score,MEDIAN,Full Range,Bosentan-naive Patients,Z-score change from baseline to EOS,,-0.01,,-0.77,1.08
NCT00319020,Change From Baseline to End of Study (EOS) in Height for Age.,Z-score,MEDIAN,Full Range,Total,Z-score change from baseline to EOS,,-0.01,,-0.94,1.08
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Estimated Pre-Fracture (EP) height (n=231, 222)",,24.32,3.93,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Estimated Pre-Fracture (EP) height (n=231, 222)",,24.49,4.09,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Vertebral body height at Pre-op (n=224, 212)",,15.91,5.79,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Vertebral body height at Pre-op (n=224, 212)",,15.15,6.04,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,Height Loss from EP/Absolute Height Loss (AHL),,-8.43,4.47,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,Height Loss from EP/Absolute Height Loss (AHL),,-9.22,5.15,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Change from pre-op to pre-discharge (n=217, 200)",,2.51,3.19,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Change from pre-op to pre-discharge (n=217, 200)",,2.40,3.03,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Change from pre-op to 3 months (n=176, 157)",,1.26,2.99,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Change from pre-op to 3 months (n=176, 157)",,1.23,3.13,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Change from pre-op to 12 months (n=158, 128)",,1.33,3.12,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Change from pre-op to 12 months (n=158, 128)",,1.05,2.96,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Change from pre-op to 24 months (n=101, 93)",,1.00,3.08,,
NCT00323609,Change in Anterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Change from pre-op to 24 months (n=101, 93)",,0.75,3.05,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Estimated Pre-Fracture Height (EP) (n=231, 222)",,23.45,3.46,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Estimated Pre-Fracture Height (EP) (n=231, 222)",,23.68,3.58,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Vertebral body height at pre-op (n=225, 211)",,16.08,5.08,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Vertebral body height at pre-op (n=225, 211)",,15.92,5.12,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,Height loss from EP/ Absolute Height Loss (AHL),,-7.42,4.06,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,Height loss from EP/ Absolute Height Loss (AHL),,-7.60,4.09,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"change from pre-op at pre-discharge (n=219, 200)",,2.33,2.72,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"change from pre-op at pre-discharge (n=219, 200)",,1.84,2.38,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Change from pre-op at 3 months (n=177, 159)",,1.34,2.59,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Change from pre-op at 3 months (n=177, 159)",,1.18,2.55,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Change from pre-op at 12 months (n=161, 128)",,1.31,2.80,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Change from pre-op at 12 months (n=161, 128)",,0.92,2.51,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Change from pre-op at 24 months (n=104, 92)",,0.98,2.58,,
NCT00323609,Change in Middle Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Change from pre-op at 24 months (n=104, 92)",,0.67,2.78,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Estimated Pre-Fracture Height (n=231, 222)",,25.89,3.45,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Estimated Pre-Fracture Height (n=231, 222)",,26.10,3.67,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Vertebral body height at pre-op (n=225, 210)",,23.41,4.11,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Vertebral body height at pre-op (n=225, 210)",,23.47,4.36,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,Height Loss from EP/Absolute Height Loss (AHL),,-2.52,2.47,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,Height Loss from EP/Absolute Height Loss (AHL),,-2.49,2.46,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Change from pre-op to pre-discharge (n=220, 199)",,0.82,1.74,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Change from pre-op to pre-discharge (n=220, 199)",,0.49,1.50,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Change from pre-op to 3 months (n=179, 160)",,0.10,1.64,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Change from pre-op to 3 months (n=179, 160)",,0.06,1.63,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Change from pre-op to 12 months (n=161, 129)",,-0.03,1.79,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Change from pre-op to 12 months (n=161, 129)",,-0.00,1.78,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Kyphoplasty,"Change from pre-op to 24 months (n=104, 93)",,-0.21,1.55,,
NCT00323609,Change in Posterior Vertebral Body Height,mm,MEAN,Standard Deviation,Vertebroplasty,"Change from pre-op to 24 months (n=104, 93)",,-0.30,1.79,,
NCT00324350,Number of Participants With > 2 cm of Height Loss,participants,NUMBER,,Intensive Glycemic Control,,,678,,,
NCT00324350,Number of Participants With > 2 cm of Height Loss,participants,NUMBER,,Standard Glycemic Control,,,686,,,
NCT00330668,Height Velocity During BID Dosing Period,cm/year,MEAN,Standard Deviation,120 μg/kg rhIGF-1 BID (MITT Population),Year 1,,7.7,1.5,,
NCT00330668,Height Velocity During BID Dosing Period,cm/year,MEAN,Standard Deviation,120 μg/kg rhIGF-1 BID (MITT Population),Year 2,,6.1,1.4,,
NCT00330668,Height Velocity During BID Dosing Period,cm/year,MEAN,Standard Deviation,120 μg/kg rhIGF-1 BID (MITT Population),Year 3,,5.9,1.1,,
NCT00330668,Mean Change From Baseline in Height Standard Deviation (SD) Score During BID Dosing Period,SD score/year,MEAN,Standard Deviation,120 μg/kg rhIGF-1 BID (MITT Population),Year 1,,0.5,0.3,,
NCT00330668,Mean Change From Baseline in Height Standard Deviation (SD) Score During BID Dosing Period,SD score/year,MEAN,Standard Deviation,120 μg/kg rhIGF-1 BID (MITT Population),Year 2,,0.7,0.4,,
NCT00330668,Mean Change From Baseline in Height Standard Deviation (SD) Score During BID Dosing Period,SD score/year,MEAN,Standard Deviation,120 μg/kg rhIGF-1 BID (MITT Population),Year 3,,0.9,0.6,,
NCT00330668,Mean Change From Baseline in Bone Age During BID Dosing Period,Years,MEAN,Standard Deviation,120 μg/kg rhIGF-1 BID (MITT Population),Year 1,,1.2,0.5,,
NCT00330668,Mean Change From Baseline in Bone Age During BID Dosing Period,Years,MEAN,Standard Deviation,120 μg/kg rhIGF-1 BID (MITT Population),Year 2,,2.3,0.6,,
NCT00330668,Mean Change From Baseline in Bone Age During BID Dosing Period,Years,MEAN,Standard Deviation,120 μg/kg rhIGF-1 BID (MITT Population),Year 3,,3.4,0.7,,
NCT00330668,Mean Change From Baseline in Predicted Adult Height During BID Dosing Period,cm,MEAN,Standard Deviation,120 μg/kg rhIGF-1 BID (MITT Population),Year 1,,2.7,2.0,,
NCT00330668,Mean Change From Baseline in Predicted Adult Height During BID Dosing Period,cm,MEAN,Standard Deviation,120 μg/kg rhIGF-1 BID (MITT Population),Year 2,,3.9,3.2,,
NCT00330668,Mean Change From Baseline in Predicted Adult Height During BID Dosing Period,cm,MEAN,Standard Deviation,120 μg/kg rhIGF-1 BID (MITT Population),Year 3,,3.7,3.4,,
NCT00349466,Change From Baseline to Week 12 in Tear Meniscus (TM) Height,units on a scale,MEAN,Standard Deviation,CF101 1 mg,,,0.38,0.637,,
NCT00349466,Change From Baseline to Week 12 in Tear Meniscus (TM) Height,units on a scale,MEAN,Standard Deviation,Placebo,,,0.13,0.694,,
NCT00355030,Adult Height Standard Deviation Score (SDS),standard deviation score,MEAN,Standard Deviation,Somatropin and Leuprorelin,,,-1.8,0.53,,
NCT00355030,Adult Height Standard Deviation Score (SDS),standard deviation score,MEAN,Standard Deviation,Somatropin,,,-1.9,0.77,,
NCT00355030,Height Velocity,centimeter per year,MEAN,Standard Deviation,Somatropin and Leuprorelin,"Randomization (n=45, 43)",,7.8,6.92,,
NCT00355030,Height Velocity,centimeter per year,MEAN,Standard Deviation,Somatropin,"Randomization (n=45, 43)",,7.4,6.03,,
NCT00355030,Height Velocity,centimeter per year,MEAN,Standard Deviation,Somatropin and Leuprorelin,"Month 3 (n=45, 43)",,9.9,3.94,,
NCT00355030,Height Velocity,centimeter per year,MEAN,Standard Deviation,Somatropin,"Month 3 (n=45, 43)",,10.6,3.53,,
NCT00355030,Height Velocity,centimeter per year,MEAN,Standard Deviation,Somatropin and Leuprorelin,"Month 6 (n=45, 42)",,8.1,2.31,,
NCT00355030,Height Velocity,centimeter per year,MEAN,Standard Deviation,Somatropin,"Month 6 (n=45, 42)",,9.7,2.80,,
NCT00355030,Height Velocity,centimeter per year,MEAN,Standard Deviation,Somatropin and Leuprorelin,"Month 12 (n=44, 42)",,7.0,1.64,,
NCT00355030,Height Velocity,centimeter per year,MEAN,Standard Deviation,Somatropin,"Month 12 (n=44, 42)",,8.8,2.33,,
NCT00355030,Height Velocity,centimeter per year,MEAN,Standard Deviation,Somatropin and Leuprorelin,"Month 18 (n=42, 42)",,6.6,1.68,,
NCT00355030,Height Velocity,centimeter per year,MEAN,Standard Deviation,Somatropin,"Month 18 (n=42, 42)",,8.4,2.64,,
NCT00355030,Height Velocity,centimeter per year,MEAN,Standard Deviation,Somatropin and Leuprorelin,"Month 24 (n=37, 41)",,4.9,1.33,,
NCT00355030,Height Velocity,centimeter per year,MEAN,Standard Deviation,Somatropin,"Month 24 (n=37, 41)",,7.8,3.36,,
