Symbol	Diffrna-MFS_perichondrium_starMin33_PC-mut_vs_PC-WT	RowSum	RowMean	RowSampleSD	RowSampleCV	Description	ReadWrite_SCPs	ReadWrite_human_symbols
DHX36	0.511010348796844	0	0	0	0	DEAH (Asp-Glu-Ala-His) box polypeptide 36		DHX36
DKK2	0.558630287647247	0	0	0	0	dickkopf WNT signaling pathway inhibitor 2		DKK2
DLEU7	2.55070638656616	0	0	0	0	deleted in lymphocytic leukemia, 7		DLEU7
DLGAP4	-0.872656643390656	0	0	0	0	DLG associated protein 4		DLGAP4
DMPK	-1.6063414812088	0	0	0	0	dystrophia myotonica-protein kinase		DMPK
DMWD	-0.634654581546783	0	0	0	0	dystrophia myotonica-containing WD repeat motif		DMWD
DNAJC30	-0.976257145404816	0	0	0	0	DnaJ heat shock protein family (Hsp40) member C30		DNAJC30
DNAJC4	-0.96891587972641	0	0	0	0	DnaJ heat shock protein family (Hsp40) member C4		DNAJC4
DNM3OS	0.678133845329285	0	0	0	0	dynamin 3, opposite strand		DNM3OS
DNTTIP1	-0.851677477359772	0	0	0	0	deoxynucleotidyltransferase, terminal, interacting protein 1		DNTTIP1
DOC2A	-0.677538394927979	0	0	0	0	double C2, alpha		DOC2A
DOCK4	0.656242907047272	0	0	0	0	dedicator of cytokinesis 4		DOCK4
DOK5	-0.872081935405731	0	0	0	0	docking protein 5		DOK5
DOP1A	0.686993598937988	0	0	0	0	DOP1 leucine zipper like protein A		DOP1A
DPAGT1	-0.603012382984161	0	0	0	0	dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)		DPAGT1
DPPA5A	-3.7510244846344	0	0	0	0	developmental pluripotency associated 5A		DPPA5
DRG2	-0.752360105514526	0	0	0	0	developmentally regulated GTP binding protein 2		DRG2
DTX2	-0.979931056499481	0	0	0	0	deltex 2, E3 ubiquitin ligase		DTX2
DXO	-1.17405104637146	0	0	0	0	decapping exoribonuclease		DXO
DYNC1H1	-0.518431663513184	0	0	0	0	dynein cytoplasmic 1 heavy chain 1		DYNC1H1
DYNLRB1	-0.551659762859344	0	0	0	0	dynein light chain roadblock-type 1		DYNLRB1
DZIP3	0.683904349803925	0	0	0	0	DAZ interacting protein 3, zinc finger		DZIP3
E230029C05RIK	1.64815270900726	0	0	0	0	RIKEN cDNA E230029C05 gene		E230029C05RIK
EBP	-0.73797732591629	0	0	0	0	phenylalkylamine Ca2+ antagonist (emopamil) binding protein		EBP
ECM1	-0.872382879257202	0	0	0	0	extracellular matrix protein 1		ECM1
EDF1	-0.7639519572258	0	0	0	0	endothelial differentiation-related factor 1		EDF1
EEF1A2	-1.73490905761719	0	0	0	0	eukaryotic translation elongation factor 1 alpha 2		EEF1A2
EEF1D	-0.736632287502289	0	0	0	0	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)		EEF1D
EEF1G	-0.718881845474243	0	0	0	0	eukaryotic translation elongation factor 1 gamma		EEF1G
EEF2	-0.475189656019211	0	0	0	0	eukaryotic translation elongation factor 2		EEF2
EFEMP1	1.43805062770844	0	0	0	0	epidermal growth factor-containing fibulin-like extracellular matrix protein 1		EFEMP1
EFHD2	-0.583953619003296	0	0	0	0	EF hand domain containing 2		EFHD2
EFNA2	-0.896536409854889	0	0	0	0	ephrin A2		EFNA2
EGR1	-0.939977049827576	0	0	0	0	early growth response 1		EGR1
EHBP1L1	-0.714809417724609	0	0	0	0	EH domain binding protein 1-like 1		EHBP1L1
EHMT2	-0.674176692962646	0	0	0	0	euchromatic histone lysine N-methyltransferase 2		EHMT2
EIF2B2	-0.840404689311981	0	0	0	0	eukaryotic translation initiation factor 2B, subunit 2 beta		EIF2B2
EIF2S3X	0.64344197511673	0	0	0	0	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked		EIF2S3
EIF3G	-0.726325929164886	0	0	0	0	eukaryotic translation initiation factor 3, subunit G		EIF3G
ELK3	-0.454392522573471	0	0	0	0	ELK3, member of ETS oncogene family		ELK3
ELMOD3	-1.73662972450256	0	0	0	0	ELMO/CED-12 domain containing 3		ELMOD3
ELOB	-0.527818322181702	0	0	0	0	elongin B		ELOB
ELOF1	-0.529568493366241	0	0	0	0	ELF1 homolog, elongation factor 1		ELOF1
ELOVL1	-1.04664587974548	0	0	0	0	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1		ELOVL1
EMC2	0.549080610275269	0	0	0	0	ER membrane protein complex subunit 2		EMC2
EMILIN1	-0.743696391582489	0	0	0	0	elastin microfibril interfacer 1		EMILIN1
EML3	-0.760427057743073	0	0	0	0	echinoderm microtubule associated protein like 3		EML3
EMP3	-0.808419942855835	0	0	0	0	epithelial membrane protein 3		EMP3
ENG	-0.547516763210297	0	0	0	0	endoglin		ENG
ENO1	-1.33245444297791	0	0	0	0	enolase 1, alpha non-neuron		ENO1
ENO1B	-1.3119912147522	0	0	0	0	enolase 1B, retrotransposed		ENO1
EPHB2	-0.985059559345245	0	0	0	0	Eph receptor B2		EPHB2
EPHX1	-1.87724554538727	0	0	0	0	epoxide hydrolase 1, microsomal		EPHX1
EPM2AIP1	0.672404646873474	0	0	0	0	EPM2A (laforin) interacting protein 1		EPM2AIP1
EPN1	-1.00243544578552	0	0	0	0	epsin 1		EPN1
ERBIN	0.560078024864197	0	0	0	0	Erbb2 interacting protein		ERBIN
ERCC1	-0.895589888095856	0	0	0	0	excision repair cross-complementing rodent repair deficiency, complementation group 1		ERCC1
ERCC3	-0.993227303028107	0	0	0	0	excision repair cross-complementing rodent repair deficiency, complementation group 3		ERCC3
ERDR1	-2.0097222328186	0	0	0	0	erythroid differentiation regulator 1		ERDR1
ERGIC1	-0.578176558017731	0	0	0	0	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1		ERGIC1
ERGIC3	-0.71455180644989	0	0	0	0	ERGIC and golgi 3		ERGIC3
ERI3	-0.976629197597504	0	0	0	0	exoribonuclease 3		ERI3
ESAM	-0.674700081348419	0	0	0	0	endothelial cell-specific adhesion molecule		ESAM
ESYT1	-0.562145709991455	0	0	0	0	extended synaptotagmin-like protein 1		ESYT1
ETNK1	0.682248055934906	0	0	0	0	ethanolamine kinase 1		ETNK1
EVA1B	-0.592484652996063	0	0	0	0	eva-1 homolog B (C. elegans)		EVA1B
EXOSC1	-0.583283185958862	0	0	0	0	exosome component 1		EXOSC1
EYA2	-0.647109031677246	0	0	0	0	EYA transcriptional coactivator and phosphatase 2		EYA2
F13A1	0.566863417625427	0	0	0	0	coagulation factor XIII, A1 subunit		F13A1
FAAP20	-1.17442202568054	0	0	0	0	Fanconi anemia core complex associated protein 20		FAAP20
FABP7	1.42532229423523	0	0	0	0	fatty acid binding protein 7, brain		FABP7
FAM110A	-1.15056765079498	0	0	0	0	family with sequence similarity 110, member A		FAM110A
FAM111A	0.603159546852112	0	0	0	0	family with sequence similarity 111, member A		FAM111A
FAM122A	-1.11260950565338	0	0	0	0	family with sequence similarity 122, member A		FAM122A
FAM126B	0.672847211360931	0	0	0	0	family with sequence similarity 126, member B		FAM126B
FAM133B	0.577172815799713	0	0	0	0	family with sequence similarity 133, member B		FAM133B
FAM13B	0.945761799812317	0	0	0	0	family with sequence similarity 13, member B		FAM13B
FAM167B	-1.79863178730011	0	0	0	0	family with sequence similarity 167, member B		FAM167B
FAM171A2	-1.4117511510849	0	0	0	0	family with sequence similarity 171, member A2		FAM171A2
FAM234A	-0.753485977649689	0	0	0	0	family with sequence similarity 234, member A		FAM234A
FAM98C	-1.15588045120239	0	0	0	0	family with sequence similarity 98, member C		FAM98C
FBN1	-3.50002455711365	0	0	0	0	fibrillin 1		FBN1
FBP2	-1.35452246665955	0	0	0	0	fructose bisphosphatase 2		FBP2
FBXO21	-0.587950468063354	0	0	0	0	F-box protein 21		FBXO21
FBXW17	-1.33772170543671	0	0	0	0	F-box and WD-40 domain protein 17		FBXW17
FBXW8	-0.602702498435974	0	0	0	0	F-box and WD-40 domain protein 8		FBXW8
FCGRT	-0.597116470336914	0	0	0	0	Fc fragment of IgG receptor and transporter		FCGRT
FCHSD2	0.754848182201385	0	0	0	0	FCH and double SH3 domains 2		FCHSD2
FGD4	0.760049641132355	0	0	0	0	FYVE, RhoGEF and PH domain containing 4		FGD4
FGL2	0.569864094257355	0	0	0	0	fibrinogen-like protein 2		FGL2
FHL5	3.86554789543152	0	0	0	0	four and a half LIM domains 5		FHL5
FIBCD1	-4.31539916992188	0	0	0	0	fibrinogen C domain containing 1		FIBCD1
FIBP	-0.836291968822479	0	0	0	0	fibroblast growth factor (acidic) intracellular binding protein		FIBP
FJX1	-0.730028033256531	0	0	0	0	four jointed box 1		FJX1
FKBP10	-0.594499051570892	0	0	0	0	FK506 binding protein 10		FKBP10
FKBP11	-0.478344023227692	0	0	0	0	FK506 binding protein 11		FKBP11
FKBP1A	-0.595863521099091	0	0	0	0	FK506 binding protein 1a		FKBP1A
FKBP2	-0.796334385871887	0	0	0	0	FK506 binding protein 2		FKBP2
FKBP4	-0.611051023006439	0	0	0	0	FK506 binding protein 4		FKBP4
FLOT2	-0.781230747699738	0	0	0	0	flotillin 2		FLOT2
FLYWCH1	-0.619264006614685	0	0	0	0	FLYWCH-type zinc finger 1		FLYWCH1
FMNL3	-0.633303940296173	0	0	0	0	formin-like 3		FMNL3
FMOD	-0.731082379817963	0	0	0	0	fibromodulin		FMOD
FNDC10	-1.07553029060364	0	0	0	0	fibronectin type III domain containing 10		FNDC10
FOXO6OS	-3.78234553337097	0	0	0	0	forkhead box O6, opposite strand		FOXO6OS
FOXP2	0.760055720806122	0	0	0	0	forkhead box P2		FOXP2
FOXP4	-1.48434269428253	0	0	0	0	forkhead box P4		FOXP4
FSCN1	-0.584689259529114	0	0	0	0	fascin actin-bundling protein 1		FSCN1
FTL1	-0.835345387458801	0	0	0	0	ferritin light polypeptide 1		FTL
FTL1-PS1	-0.862951636314392	0	0	0	0	ferritin light polypeptide 1, pseudogene 1		FTL1-PS1
FUCA1	-0.99702787399292	0	0	0	0	fucosidase, alpha-L- 1, tissue		FUCA1
FXYD1	-0.717603743076324	0	0	0	0	FXYD domain-containing ion transport regulator 1		FXYD1
FXYD5	-0.686423540115356	0	0	0	0	FXYD domain-containing ion transport regulator 5		FXYD5
G430095P16RIK	-1.02706050872803	0	0	0	0	RIKEN cDNA G430095P16 gene		G430095P16RIK
G530011O06RIK	1.56919300556183	0	0	0	0	RIKEN cDNA G530011O06 gene		G530011O06RIK
G6PC3	-0.747249245643616	0	0	0	0	glucose 6 phosphatase, catalytic, 3		G6PC3
GAA	-0.86907285451889	0	0	0	0	glucosidase, alpha, acid		GAA
GABPB1	-0.818732500076294	0	0	0	0	GA repeat binding protein, beta 1		GABPB1
GADD45G	-1.38500332832336	0	0	0	0	growth arrest and DNA-damage-inducible 45 gamma		GADD45G
GALNS	-1.06640517711639	0	0	0	0	galactosamine (N-acetyl)-6-sulfate sulfatase		GALNS
GALNT18	-1.03198254108429	0	0	0	0	polypeptide N-acetylgalactosaminyltransferase 18		GALNT18
GALT	-1.01795649528503	0	0	0	0	galactose-1-phosphate uridyl transferase		GALT
GAPDH	-0.65497875213623	0	0	0	0	glyceraldehyde-3-phosphate dehydrogenase		GAPDH
GAS2L1	-0.949343085289001	0	0	0	0	growth arrest-specific 2 like 1		GAS2L1
GBA	-0.643771350383759	0	0	0	0	glucosidase, beta, acid		GBA
GCC2	0.685659110546112	0	0	0	0	GRIP and coiled-coil domain containing 2		GCC2
GENEID ENSMUSG00000021745	0.64157772064209	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000021867	-1.34613561630249	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000024274	1.50704908370972	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000024952	-1.37225675582886	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000027694	-1.1780698299408	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000037827	-1.70157885551453	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000043889	-0.817605555057526	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000044285	-0.705941140651703	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000046341	-1.0218802690506	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000047370	-1.94052469730377	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000051412	0.624794065952301	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000053038	-1.22703373432159	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000057696	0.616994142532349	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000058542	-0.889253258705139	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000059195	-0.950563073158264	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000059658	-1.21105396747589	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000061724	-1.10952949523926	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000062319	1.53949391841888	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000062846	-0.87232518196106	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000063245	0.772831797599792	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000063623	-1.01405107975006	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000063628	-1.16369271278381	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000064193	-1.67729437351227	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000064339	0.731862485408783	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000064345	0.572590589523315	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000064354	0.62482625246048	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000064358	0.745190441608429	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000064360	0.640754818916321	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000064363	0.483717918395996	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000064370	0.531949102878571	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000066270	-0.63826709985733	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000066632	-0.756047308444977	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000067321	-0.890311777591705	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000067389	-1.0766350030899	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000068120	-0.685656428337097	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000068200	-1.00229525566101	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000068243	-1.10628497600555	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000068314	1.28742849826813	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000069008	-0.750551760196686	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000070572	-1.26256144046783	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000070610	-1.77378535270691	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000072680	-1.31547927856445	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000072978	-1.37908041477203	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000073371	-2.87131023406982	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000073374	1.78592777252197	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000074516	-0.812600910663605	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000074800	-0.942425310611725	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000075268	-0.876180410385132	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000078160	1.53644251823425	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000079941	-0.636440634727478	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000080058	-1.45899891853333	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000080242	-1.09302425384521	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000080935	-1.85925126075745	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000081251	-1.154252409935	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000081272	-0.796461582183838	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000081344	-0.627319037914276	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000081453	-0.7294881939888	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000081552	-1.21714544296265	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000081643	-1.1283586025238	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000081751	-0.919949352741241	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000081833	-1.17193984985352	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000081937	1.40682113170624	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000082016	-0.597569048404694	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000082062	-0.883119463920593	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000082145	-1.65379905700684	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000082260	0.759930968284607	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000082330	-2.11108541488647	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000082417	-1.90714049339294	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000082510	-1.0247118473053	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000082622	-3.42436218261719	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000082931	-1.11516737937927	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000083061	0.574065566062927	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000083161	3.37303042411804	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000083326	-0.707755088806152	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000083411	0.58304351568222	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000083477	-1.00469183921814	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000083669	-1.08221113681793	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000083774	-2.24626231193542	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000083863	0.552520334720612	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000084291	-0.959775149822235	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000084347	-1.56329452991486	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000084350	0.634083271026611	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000084878	1.8466876745224	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000084911	1.4123467206955	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000084970	1.15111660957336	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000085180	1.48788118362427	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000085211	-1.39538025856018	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000085525	0.817226409912109	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000085766	-1.61486232280731	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000085791	0.584587752819061	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000085802	-1.2401419878006	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000085818	4.14344263076782	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000086012	1.58845901489258	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000086043	-1.77370083332062	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000086050	2.3885805606842	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000086420	-0.785184979438782	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000086450	4.16743993759155	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000086506	-3.11021947860718	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000086539	-0.93314516544342	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000086560	-1.0919326543808	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000086675	3.5909206867218	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000086718	-1.33223342895508	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000087190	-0.957708120346069	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000087291	-1.20317316055298	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000087400	-1.11505234241486	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000087436	-1.53420770168304	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000089586	2.64294600486755	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000089766	-1.17463767528534	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000089991	0.786762297153473	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000090023	-1.98154127597809	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000090207	-1.32903730869293	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000090208	-2.22138547897339	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000090467	-0.91624128818512	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000090468	-1.043088555336	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000091021	0.780321717262268	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000091623	-1.67317605018616	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000091775	-2.45119094848633	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000092085	-0.913278639316559	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000092193	-1.61843490600586	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000092258	-1.02668476104736	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000092381	-1.94150507450104	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000093826	-0.986394882202148	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000094250	-2.24757194519043	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000094281	-1.94416582584381	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000094344	1.14439582824707	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000094446	-0.76507431268692	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000094497	-0.718175828456879	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000094526	-0.909189939498901	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000094627	-1.33655917644501	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000094955	-0.720587849617004	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000095320	-1.01751041412354	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000095478	-1.04699993133545	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000095562	-2.10405397415161	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000095690	-0.947023272514343	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000095742	-0.968636810779572	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000095891	-0.957590878009796	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000096271	-1.11965501308441	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000096403	-0.916159451007843	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000096474	-1.08201682567596	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000096736	-1.08701825141907	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000096755	-1.16744935512543	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000096842	-0.4979467689991	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000096979	-1.23598790168762	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000097057	-1.09246182441711	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000097122	1.17317974567413	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000097138	1.01146149635315	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000097142	0.544331669807434	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000097335	0.923482716083527	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000097385	2.93919396400452	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000097443	1.07371044158936	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000097660	-1.06827008724213	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000097722	-1.00532674789429	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000097815	0.795380055904388	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000097873	1.57750058174133	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000097971	-0.537248551845551	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000098535	1.19140958786011	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000099625	0.83704000711441	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000099757	0.994980931282043	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000099876	-4.23060750961304	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000100113	-1.1068469285965	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000100174	4.14344263076782	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000100313	2.81876349449158	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000100394	1.16481173038483	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000100672	3.57510828971863	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000101111	0.744014799594879	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000101162	-1.34609413146973	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000101503	-1.1387540102005	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000101939	0.649442434310913	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000101952	-1.8647872209549	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102070	0.624249279499054	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102142	1.96418023109436	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102151	1.3566734790802	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102160	1.71811723709106	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102234	-1.78304469585419	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102326	0.834555089473724	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102344	0.985911428928375	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102349	0.691701054573059	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102474	1.50320839881897	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102555	0.795682549476624	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102562	1.16496706008911	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102670	0.913249552249908	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102700	0.980937361717224	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000102744	3.80896878242493	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103032	1.32251334190369	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103227	1.48725879192352	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103317	1.25416946411133	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103653	-1.17692768573761	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103657	0.940233290195465	0	0	0	0	E_m_p_t_y		
