Symbol	Diffrna-MFS_perichondrium_starMin33_PC-mut_vs_PC-WT	RowSum	RowMean	RowSampleSD	RowSampleCV	Description	ReadWrite_SCPs	ReadWrite_human_symbols
GENEID ENSMUSG00000103672	1.0680205821991	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103697	1.28283786773682	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103735	-1.34884941577911	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103805	1.93286395072937	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103808	1.20738613605499	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103851	0.866848170757294	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103869	1.25573909282684	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103916	1.16501426696777	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103976	1.92219281196594	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000103979	1.35861420631409	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104126	-1.42496478557587	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104292	1.00006759166718	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104360	-2.40780735015869	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104383	2.15480184555054	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104402	1.97076308727264	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104432	1.09454596042633	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104449	1.2775731086731	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104453	0.834420263767242	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104476	0.695429801940918	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104524	1.37131321430206	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104548	0.598666369915009	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104608	0.603277683258057	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104621	1.67649066448212	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104686	-1.64509308338165	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104706	1.77107226848602	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104761	2.82600259780884	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104906	1.64918148517609	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000104913	-1.28792643547058	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105109	3.99458861351013	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105195	-2.21488332748413	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105229	3.6394476890564	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105238	3.73392963409424	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105415	-0.789365172386169	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105449	1.29301726818085	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105452	-1.84833431243896	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105558	-1.63599610328674	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105561	1.36845517158508	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105584	4.35503816604614	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105597	0.977614283561707	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105600	-1.37012588977814	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105692	-1.22476148605347	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105695	2.89145874977112	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105742	2.02968001365662	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105933	1.17779409885406	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105940	1.46570730209351	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105985	1.15210342407227	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000105990	1.44127523899078	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000106115	3.02651476860046	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000106281	3.95244479179382	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000106317	1.25086569786072	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000106371	4.28601169586182	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000106386	1.10031163692474	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000106450	1.37396538257599	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000106516	1.81881487369537	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000106720	2.34278416633606	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000106831	-0.868718147277832	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000106856	4.14344263076782	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000106870	2.01404690742493	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107054	1.35987281799316	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107078	-2.81223750114441	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107140	2.21887350082397	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107168	1.69969749450684	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107205	1.07496631145477	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107211	-2.17106652259827	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107261	-1.22411620616913	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107265	-1.57157516479492	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107278	1.55933439731598	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107318	-1.79858362674713	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107352	1.6001580953598	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107362	1.18475389480591	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107369	-2.28509640693665	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107583	3.06037783622742	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107750	4.51331949234009	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107756	1.22797191143036	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107780	1.38050723075867	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107853	-1.26540732383728	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000107950	-1.08081316947937	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000108211	3.77786946296692	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000108394	2.20364308357239	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000108447	1.79489481449127	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000108506	-0.661299228668213	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000108880	0.729356825351715	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000108934	-0.976380407810211	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000108943	2.68010926246643	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000109157	1.094691157341	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000109279	1.04634273052216	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000109481	1.23529171943665	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000109536	0.592524111270905	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000109539	0.967868089675903	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000109708	2.66665053367615	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000109735	-0.859068393707275	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000109799	-2.6865496635437	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000109947	-1.72934699058533	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000110350	-0.865445911884308	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000110388	4.85544538497925	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000110416	-2.30359125137329	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000110504	1.57637023925781	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000110537	-3.70056509971619	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000110588	-1.22239351272583	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000110711	-1.44811105728149	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000111045	3.23272323608398	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000111197	-1.58724510669708	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000111496	1.82995736598969	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000111593	1.36235272884369	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000112243	2.73791337013245	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000112298	-1.01063764095306	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000112338	2.06810569763184	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000112546	-1.17593264579773	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000112571	1.43096745014191	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000112652	-1.16591799259186	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000112683	-1.22347402572632	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000112822	1.60328733921051	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000112964	0.859331130981445	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000113041	1.08801376819611	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000113311	-0.892913579940796	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000113380	-3.62067914009094	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000113894	1.24733912944794	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000114251	-1.21187996864319	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000114433	-0.791368842124939	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000114493	-0.812870383262634	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000114581	1.68981754779816	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000114598	0.854916095733643	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000114687	-1.37190759181976	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000114737	-3.06582927703857	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000114999	-1.76220035552979	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000115095	2.139404296875	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000115131	1.47819721698761	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000115276	0.879231691360474	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000115381	0.748651504516602	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000115448	-1.59808814525604	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000115471	2.14935517311096	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000116041	-0.727249026298523	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000116262	-0.839066505432129	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000116536	-1.69905400276184	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000116550	2.27100729942322	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000116560	-1.42837250232697	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000116740	1.29827392101288	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000116811	-1.17462491989136	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000116832	1.25140249729156	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000117187	-0.792563199996948	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000117333	2.04283857345581	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000117476	-0.806839525699615	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000117592	-2.34238791465759	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000117600	0.977492988109589	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000117839	-1.03317892551422	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000118023	3.5519061088562	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000118107	2.74292039871216	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000118164	-1.24707746505737	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000118243	-1.37269771099091	0	0	0	0	E_m_p_t_y		
GENEID ENSMUSG00000118377	-1.15791130065918	0	0	0	0	E_m_p_t_y		
GFRA4	-0.972429037094116	0	0	0	0	glial cell line derived neurotrophic factor family receptor alpha 4		GFRA4
GGA1	-0.615290820598602	0	0	0	0	golgi associated, gamma adaptin ear containing, ARF binding protein 1		GGA1
GGNBP2	0.551535069942474	0	0	0	0	gametogenetin binding protein 2		GGNBP2
GIT1	-1.16338670253754	0	0	0	0	GIT ArfGAP 1		GIT1
GJC3	2.27914476394653	0	0	0	0	gap junction protein, gamma 3		GJC3
GLMP	-0.600839734077454	0	0	0	0	glycosylated lysosomal membrane protein		GLMP
GLTP	-0.733615815639496	0	0	0	0	glycolipid transfer protein		GLTP
GM10051	-0.745985448360443	0	0	0	0	predicted pseudogene 10051		GM10051
GM10874	-1.17153668403625	0	0	0	0	predicted gene 10874		GM10874
GM11149	-1.94524562358856	0	0	0	0	predicted gene 11149		GM11149
GM11539	-0.603262901306152	0	0	0	0	ribosomal protein L18 pseudogene		GM11539
GM11696	-2.13205885887146	0	0	0	0	predicted gene 11696		GM11696
GM11951	-0.931214690208435	0	0	0	0	predicted gene 11951		GM11951
GM11956	-1.23984217643738	0	0	0	0	predicted gene 11956		GM11956
GM13226	-0.72644966840744	0	0	0	0	predicted gene 13226		GM13226
GM13304	-1.11965501308441	0	0	0	0	predicted gene 13304		CCL21
GM13436	-0.541754722595215	0	0	0	0	ribosomal protein L18 pseudogene		GM13436
GM14137	-1.76476156711578	0	0	0	0	predicted gene 14137		C15orf62
GM14173	-0.989345133304596	0	0	0	0	ribosomal protein L37a pseudogene		GM14173
GM15710	-0.503561735153198	0	0	0	0	ribosomal protein L13 pseudogene		GM15710
GM16104	-1.51337313652039	0	0	0	0	predicted gene 16104		GM16104
GM16286	-0.760334849357605	0	0	0	0	predicted gene 16286		GM16286
GM17455	-1.87719821929932	0	0	0	0	predicted gene, 17455		C10orf105
GM18021	1.41028428077698	0	0	0	0	ribosomal protein L5 pseudogene		GM18021
GM18119	1.11150002479553	0	0	0	0	ribosomal protein L15 pseudogene		GM18119
GM20302	-1.15779864788055	0	0	0	0	60S ribosomal protein L37a-like		GM20302
GM2141	-4.20892810821533	0	0	0	0	ribosomal protein L17 pseudogene		GM2141
GM23677	1.36142945289612	0	0	0	0	predicted gene, 23677		GM23677
GM24119	2.29495811462402	0	0	0	0	predicted gene, 24119		GM24119
GM2792	-1.66757798194885	0	0	0	0	tubby like protein 4 pseudogene		GM2792
GM29240	-2.22451114654541	0	0	0	0	predicted gene 29240		GM29240
GM32856	1.92705285549164	0	0	0	0	predicted gene, 32856		GM32856
GM3414	0.636015772819519	0	0	0	0	predicted gene 3414		GM3414
GM41341	-2.25864410400391	0	0	0	0	predicted gene, 41341		GM41341
GM4366	-0.76183557510376	0	0	0	0	eukaryotic translation elongation factor 1 gamma pseudogene		GM4366
GM47708	2.21395778656006	0	0	0	0	predicted gene, 47708		GM47708
GM4787	3.86614894866943	0	0	0	0	predicted gene 4787		GM4787
GM4924	0.839103639125824	0	0	0	0	predicted gene 4924		GM4924
GM50432	-0.711903393268585	0	0	0	0	cytochrome c oxidase subunit VIa polypeptide 1 pseudogene		GM50432
GM51400	-0.796334385871887	0	0	0	0	predicted gene, 51400		GM51400
GM5388	-1.54857861995697	0	0	0	0	actin, gamma, cytoplasmic 1 pseudogene		GM5388
GM5421	-1.75643587112427	0	0	0	0	aconitase 2, mitochondrial pseudogene		GM5421
GM5525	-0.963067650794983	0	0	0	0	eukaryotic translation elongation factor 1 gamma pseudogene		GM5525
GM5577	-1.10551464557648	0	0	0	0	predicted gene 5577		GM5577
GM5621	-0.8315150141716	0	0	0	0	predicted gene 5621		GM5621
GM5626	-2.54432320594788	0	0	0	0	stomatin (Epb7.2)-like 2 pseudogene		GM5626
GM5654	-0.856318533420563	0	0	0	0	ribosomal protein L18A pseudogene		GM5654
GM5869	-0.762902915477753	0	0	0	0	eukaryotic translation elongation factor 1 alpha 1 pseudogene		GM5869
GM6316	-3.01889944076538	0	0	0	0	glyceraldehyde-3-phosphate dehydrogenase pseudogene		GM6316
GM6394	-0.922897815704346	0	0	0	0	ribosomal protein S11 pseudogene		GM6394
GM6651	-2.46105623245239	0	0	0	0	predicted gene 6651		GM6651
GM7030	-1.66381812095642	0	0	0	0	predicted gene 7030		HLA-F
GM7043	-0.734471023082733	0	0	0	0	ribosomal protein L18A pseudogene		GM7043
GM7392	-1.03254544734955	0	0	0	0	predicted gene 7392		GM7392
GM7413	-0.853160321712494	0	0	0	0	predicted gene 7413		GM7413
GM7446	-0.853517353534698	0	0	0	0	heterogeneous nuclear ribonucleoprotein F pseudogene		GM7446
GM7803	-1.00382339954376	0	0	0	0	heterogeneous nuclear ribonucleoprotein F pseudogene		GM7803
GM7935	-1.33232021331787	0	0	0	0	splicing factor 3b, subunit 4 pseudogene		GM7935
GM8013	3.33836436271667	0	0	0	0	predicted gene 8013		GM8013
GM8141	-1.47855710983276	0	0	0	0	heat shock protein 8 pseudogene		GM8141
GM8623	-0.600602507591248	0	0	0	0	predicted gene 8623		GM8623
GM8767	-1.62336349487305	0	0	0	0	aldolase 1 A retrogene 1 pseudogene		GM8767
GM8909	-2.01114988327026	0	0	0	0	predicted gene 8909		HLA-A
GM8971	-0.605069398880005	0	0	0	0	predicted gene 8971		GM8971
GM9828	-0.854768633842468	0	0	0	0	predicted gene 9828		GM9828
GM9844	-0.95170396566391	0	0	0	0	thymosin, beta 10 pseudogene		GM9844
GNAI2	-0.97316187620163	0	0	0	0	guanine nucleotide binding protein (G protein), alpha inhibiting 2		GNAI2
GNAQ	0.587441205978394	0	0	0	0	guanine nucleotide binding protein, alpha q polypeptide		GNAQ
GNAS	-0.438284307718277	0	0	0	0	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus		GNAS
GNASAS1	-1.17997467517853	0	0	0	0	GNAS antisense RNA 1		GNASAS1
GNE	-0.652539849281311	0	0	0	0	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase		GNE
GOT2	-0.889313936233521	0	0	0	0	glutamatic-oxaloacetic transaminase 2, mitochondrial		GOT2
GPCPD1	0.571524798870087	0	0	0	0	glycerophosphocholine phosphodiesterase 1		GPCPD1
GPI1	-0.724532723426819	0	0	0	0	glucose-6-phosphate isomerase 1		GPI
GPI-PS	-1.10587763786316	0	0	0	0	glucose-6-phosphate isomerase, pseudogene		GPI-PS
GPR135	1.04650735855103	0	0	0	0	G protein-coupled receptor 135		GPR135
GPR22	1.66664063930511	0	0	0	0	G protein-coupled receptor 22		GPR22
GPRC5A	-2.3383469581604	0	0	0	0	G protein-coupled receptor, family C, group 5, member A		GPRC5A
GPS1	-0.496765732765198	0	0	0	0	G protein pathway suppressor 1		GPS1
GPX3	-1.27377688884735	0	0	0	0	glutathione peroxidase 3		GPX3
GPX7	-0.520347237586975	0	0	0	0	glutathione peroxidase 7		GPX7
GRN	-0.631797254085541	0	0	0	0	granulin		GRN
GRWD1	-1.06638205051422	0	0	0	0	glutamate-rich WD repeat containing 1		GRWD1
GSDME	0.627878606319427	0	0	0	0	gasdermin E		GSDME
GSK3A	-0.88986736536026	0	0	0	0	glycogen synthase kinase 3 alpha		GSK3A
GSN	-0.679161906242371	0	0	0	0	gelsolin		GSN
GSTM1	-1.50981450080872	0	0	0	0	glutathione S-transferase, mu 1		GSTM5
GSTP1	-1.22519409656525	0	0	0	0	glutathione S-transferase, pi 1		GSTP1
GSTP2	-1.20183932781219	0	0	0	0	glutathione S-transferase, pi 2		GSTP1
GTDC1	0.711271345615387	0	0	0	0	glycosyltransferase-like domain containing 1		GTDC1
GTF2F1	-0.890776455402374	0	0	0	0	general transcription factor IIF, polypeptide 1		GTF2F1
GTPBP1	-0.965894460678101	0	0	0	0	GTP binding protein 1		GTPBP1
H13	-0.575762331485748	0	0	0	0	histocompatibility 13		HM13
H1F10	-1.41649281978607	0	0	0	0	H1.10 linker histone		H1-10
H2AC10	1.04871571063995	0	0	0	0	H2A clustered histone 10		H2AC14
H2AC12	0.894461989402771	0	0	0	0	H2A clustered histone 12		H2AC12
H2AC13	1.02425062656403	0	0	0	0	H2A clustered histone 13		H2AC8
H2AC14	2.41343903541565	0	0	0	0	H2A clustered histone 14		H2AC14
H2AC19	-0.764853656291962	0	0	0	0	H2A clustered histone 19		H2AC18;H2AC19
H2AC22	1.19949567317963	0	0	0	0	H2A clustered histone 22		H2AC22
H2AC4	0.630687236785889	0	0	0	0	H2A clustered histone 4		H2AC7
H2AC7	0.711280286312103	0	0	0	0	H2A clustered histone 7		H2AC17
H2AJ	-0.762381553649902	0	0	0	0	H2J.A histone		H2AJ
H2AX	-0.747999489307404	0	0	0	0	H2A.X variant histone		H2AX
H2BC8	-0.884769797325134	0	0	0	0	H2B clustered histone 8		H2BC4
H2-Q1	-1.84952223300934	0	0	0	0	histocompatibility 2, Q region locus 1		HLA-A
H2-Q6	-2.4928834438324	0	0	0	0	histocompatibility 2, Q region locus 6		HLA-A
H2-Q7	-1.55854511260986	0	0	0	0	histocompatibility 2, Q region locus 7		HLA-A
H2-T23	-1.06469643115997	0	0	0	0	histocompatibility 2, T region locus 23		HLA-E
H60B	4.01120662689209	0	0	0	0	histocompatibility 60b		H60B
HAUS4	-0.929580688476563	0	0	0	0	HAUS augmin-like complex, subunit 4		HAUS4
HBA-PS4	-1.51232326030731	0	0	0	0	hemoglobin alpha, pseudogene 4		HBA-PS4
HBEGF	-0.624795496463776	0	0	0	0	heparin-binding EGF-like growth factor		HBEGF
HCFC1R1	-0.693420112133026	0	0	0	0	host cell factor C1 regulator 1 (XPO1-dependent)		HCFC1R1
HDAC10	-1.70201027393341	0	0	0	0	histone deacetylase 10		HDAC10
HDGF	-0.772829711437225	0	0	0	0	heparin binding growth factor		HDGF
HDGFL2	-0.792835891246796	0	0	0	0	HDGF like 2		HDGFL2
HDGFL3	0.493263691663742	0	0	0	0	HDGF like 3		HDGFL3
HECA	0.624320089817047	0	0	0	0	hdc homolog, cell cycle regulator		HECA
HECTD2	0.738959908485413	0	0	0	0	HECT domain E3 ubiquitin protein ligase 2		HECTD2
HIC1	-0.941579282283783	0	0	0	0	hypermethylated in cancer 1		HIC1
HIGD2A	-0.787926435470581	0	0	0	0	HIG1 domain family, member 2A		HIGD2A
HIPK3	0.455699235200882	0	0	0	0	homeodomain interacting protein kinase 3		HIPK3
HLX	-0.914811909198761	0	0	0	0	H2.0-like homeobox		HLX
HMGCL	-0.701672554016113	0	0	0	0	3-hydroxy-3-methylglutaryl-Coenzyme A lyase		HMGCL
HMOX1	-0.759054780006409	0	0	0	0	heme oxygenase 1		HMOX1
HMOX2	-0.787990927696228	0	0	0	0	heme oxygenase 2		HMOX2
HOMER1	0.559336006641388	0	0	0	0	homer scaffolding protein 1		HOMER1
HOXD13	-2.53839206695557	0	0	0	0	homeobox D13		HOXD13
HPCAL1	-0.91701728105545	0	0	0	0	hippocalcin-like 1		HPCAL1
HSBP1	-0.463509619235992	0	0	0	0	heat shock factor binding protein 1		HSBP1
HSPB6	-0.996763229370117	0	0	0	0	heat shock protein, alpha-crystallin-related, B6		HSPB6
HSPB7	-1.23388290405273	0	0	0	0	heat shock protein family, member 7 (cardiovascular)		HSPB7
HSPG2	-0.590875267982483	0	0	0	0	perlecan (heparan sulfate proteoglycan 2)		HSPG2
HTR7	2.0719838142395	0	0	0	0	5-hydroxytryptamine (serotonin) receptor 7		HTR7
HTRA3	-0.628571391105652	0	0	0	0	HtrA serine peptidase 3		HTRA3
ICAM1	-0.9621342420578	0	0	0	0	intercellular adhesion molecule 1		ICAM1
ID4	0.904948234558105	0	0	0	0	inhibitor of DNA binding 4		ID4
IDUA	-0.93850564956665	0	0	0	0	iduronidase, alpha-L		IDUA
IER2	-0.932514369487762	0	0	0	0	immediate early response 2		IER2
IER3	-0.751256823539734	0	0	0	0	immediate early response 3		IER3
IFI27L2A	0.736623764038086	0	0	0	0	interferon, alpha-inducible protein 27 like 2A		IFI27L2A
IFIH1	1.26250457763672	0	0	0	0	interferon induced with helicase C domain 1		IFIH1
IFITM2	-0.578054904937744	0	0	0	0	interferon induced transmembrane protein 2		IFITM2
IFITM3	-0.940982222557068	0	0	0	0	interferon induced transmembrane protein 3		IFITM3
IFITM5	-1.07763409614563	0	0	0	0	interferon induced transmembrane protein 5		IFITM5
IFRD2	-0.819402813911438	0	0	0	0	interferon-related developmental regulator 2		IFRD2
IGF2	-1.24872398376465	0	0	0	0	insulin-like growth factor 2		IGF2
IGF2OS	-1.00598168373108	0	0	0	0	insulin-like growth factor 2, opposite strand		IGF2OS
IGFBP4	-0.772825539112091	0	0	0	0	insulin-like growth factor binding protein 4		IGFBP4
IGFBP6	-1.02884757518768	0	0	0	0	insulin-like growth factor binding protein 6		IGFBP6
IGFBP7	-0.589599251747131	0	0	0	0	insulin-like growth factor binding protein 7		IGFBP7
IGSF8	-1.17478144168854	0	0	0	0	immunoglobulin superfamily, member 8		IGSF8
IKZF2	0.782373070716858	0	0	0	0	IKAROS family zinc finger 2		IKZF2
IMPDH1	-0.791356146335602	0	0	0	0	inosine monophosphate dehydrogenase 1		IMPDH1
INAFM1	-0.844758570194244	0	0	0	0	InaF motif containing 1		INAFM1
INHBA	0.529393374919891	0	0	0	0	inhibin beta-A		INHBA
INKA2	-1.1897965669632	0	0	0	0	inka box actin regulator 2		INKA2
INPP4B	0.772058546543121	0	0	0	0	inositol polyphosphate-4-phosphatase, type II		INPP4B
INPP5A	-0.808892607688904	0	0	0	0	inositol polyphosphate-5-phosphatase A		INPP5A
INPP5F	0.640339016914368	0	0	0	0	inositol polyphosphate-5-phosphatase F		INPP5F
INPPL1	-0.583827793598175	0	0	0	0	inositol polyphosphate phosphatase-like 1		INPPL1
INSYN1	-2.49888277053833	0	0	0	0	inhibitory synaptic factor 1		INSYN1
INSYN2A	1.41262269020081	0	0	0	0	inhibitory synaptic factor 2A		INSYN2A
IPW	0.702386021614075	0	0	0	0	imprinted gene in the Prader-Willi syndrome region		IPW
IQCG	0.615739345550537	0	0	0	0	IQ motif containing G		IQCG
IRF2BP1	-0.802454471588135	0	0	0	0	interferon regulatory factor 2 binding protein 1		IRF2BP1
ISL1	2.30904650688171	0	0	0	0	ISL1 transcription factor, LIM/homeodomain		ISL1
ISYNA1	-2.01776766777039	0	0	0	0	myo-inositol 1-phosphate synthase A1		ISYNA1
ITGA4	0.766756415367126	0	0	0	0	integrin alpha 4		ITGA4
ITGA5	-1.40848004817963	0	0	0	0	integrin alpha 5 (fibronectin receptor alpha)		ITGA5
ITGB3BP	0.650809347629547	0	0	0	0	integrin beta 3 binding protein (beta3-endonexin)		ITGB3BP
ITGB4	-0.933276891708374	0	0	0	0	integrin beta 4		ITGB4
