transcript	symbol	MT_baseMean	RU_baseMean	MT_log2FoldChange	RU_log2FoldChange	MT_lfcSE	RU_lfcSE	MT_stat	RU_stat	MT_pvalue	RU_pvalue	MT_padj	RU_padj	interaction_MT_minus_RU
ENSMUST00000020768	Pgam2	200.1109059	94.0383209691435	2.560921754	1.57366482392208	0.25459052	0.306117467573772	10.05898316	5.14072207768684	8.39e-24	2.73684627903701e-07	5.72e-23	7.57183793865853e-07	0.9872569300779201
ENSMUST00000020769	Dbnl	1739.888025	1573.98742216057	0.673726411	0.801675666189084	0.090824005	0.155672196915668	7.417933331	5.14976779458809	1.19e-13	2.60809148243842e-07	4.67e-13	7.24162097371153e-07	-0.12794925518908407
ENSMUST00000020794	Ska2	171.4109895	170.595121011935	0.455574212	0.909893306216399	0.217296918	0.208557974783648	2.096551649	4.3627835720993	0.036033283	1.2841796979574e-05	0.051601964	2.98344572481661e-05	-0.454319094216399
ENSMUST00000020801	Smg8	750.5830442	678.469960068195	-0.076366527	-0.0495343807560585	0.114657578	0.13023740256512	-0.666039949	-0.380339132848499	0.505385566	0.703693690432114	0.560214414	0.744474262708041	-0.0268321462439415
ENSMUST00000020804	Gdpd1	21.63077041	13.6181982065805	-0.017302863	-0.0598531858668058	0.478064362	0.55195596796135	-0.036193585	-0.108438334470544	0.971128001	0.913647993894582	0.976374111	0.928809906860893	0.042550322866805795
ENSMUST00000020820	Mrpl22	382.5341492	340.962556550556	1.094534941	1.22542478959866	0.136584877	0.144370988699342	8.013588064	8.48802658095427	1.11e-15	2.10175504289649e-17	4.94e-15	1.25571505502842e-16	-0.13088984859866004
ENSMUST00000020822	Cnot8	941.1263662	879.941793760263	0.521204313	0.551464882558	0.104625426	0.116563091128732	4.981621886	4.73104202383379	6.31e-07	2.233702700598e-06	1.55e-06	5.61532301501637e-06	-0.03026056955799994
ENSMUST00000020826	Sap30l	379.0896531	370.779773989346	0.456701028	0.271811741574339	0.132081423	0.134734907702209	3.457723415	2.01738173284013	0.00054476	0.0436556920847944	0.00100258	0.0621089289489336	0.184889286425661
ENSMUST00000020827	Rnft1	598.6899853	552.948111353337	-0.756453814	-0.919880607810343	0.182458979	0.183354450170218	-4.145884291	-5.01695272166216	3.39e-05	5.2497479798238e-07	7.11e-05	1.40591842276569e-06	0.16342679381034297
ENSMUST00000020830	Mfap3	532.9201415	465.850635771648	-0.747203928	-0.587455688009859	0.148330074	0.168509814633138	-5.037440544	-3.48618084524516	4.72e-07	0.000489969649148752	1.17e-06	0.000941053998251659	-0.15974823999014098
ENSMUST00000020835	Ppm1d	511.4557183	503.814988891159	0.514969281	0.514285190227106	0.122355955	0.133579399893622	4.208779884	3.8500336925953	2.57e-05	0.000118101577531076	5.45e-05	0.000244537575538465	0.0006840907728939971
ENSMUST00000020843	Acaca	1819.70046	1628.57551816655	1.730314938	1.8951318726257	0.103601197	0.126302113299988	16.70168864	15.0047518850651	1.27e-62	6.83460394412064e-51	3.42e-61	1.64311061323268e-49	-0.16481693462570002
ENSMUST00000020846	Srebf1	4884.436339	4687.00304095545	-1.316193533	-1.14293644262372	0.114785385	0.124778609716398	-11.46656021	-9.15971451534385	1.94e-30	5.20347915775312e-20	1.82e-29	3.64866562972526e-19	-0.17325709037628
ENSMUST00000020849	Tom1l1	171.8367396	158.350631354167	2.435706316	2.01317986126248	0.247564994	0.218340549440635	9.838653994	9.22036637912667	7.67e-23	2.96086777897458e-20	4.97e-22	2.1094922215069e-19	0.42252645473752004
ENSMUST00000020851	Cox11	329.7325861	274.980291755341	-0.391557458	-0.0630999943213171	0.192830181	0.198770884233255	-2.03058181	-0.317450891083576	0.042297435	0.750901496996905	0.059861313	0.786349246658443	-0.3284574636786829
ENSMUST00000020853	Lrrc72	1.455406109	1.04551839270919	1.62405123	0.761037845405698	1.115198354	1.07576427419068	1.45628912	0.707439225919861	0.145312712	0.479293567599197	0.183898503		0.8630133845943021
ENSMUST00000020856	Bzw2	2669.332177	1992.76253332653	1.072490399	0.741775283067824	0.095864231	0.0965818716604133	11.1875971	7.68027446885626	4.69e-29	1.58748094970531e-14	4.15e-28	7.84418109505077e-14	0.33071511593217606
ENSMUST00000020864	Pctp	53.70763525	38.1866868373025	-0.526388361	-0.313028830194761	0.332772778	0.331967124373789	-1.581825187	-0.942951296111769	0.113689484	0.345705815330727	0.147522414	0.399155679076161	-0.21335953080523895
ENSMUST00000020877	Twistnb	197.347849	141.951108130435	1.280415637	1.16714503875282	0.186357575	0.215884995179909	6.870746402	5.40632774306602	6.39e-12	6.43300364891668e-08	2.26e-11	1.88635302270757e-07	0.11327059824718
ENSMUST00000020878	Efcab10	25.71052396	13.3444881120254	5.023716046	4.90677274834494	0.733412336	0.84403081517521	6.849783947	5.81349953120652	7.4e-12	6.11801433594038e-09	2.6e-11	1.95704277676432e-08	0.11694329765505973
ENSMUST00000020884	Atp6v1c2	4.097525158	5.70975891012591	0.43962608	-0.863377337725326	0.911278021	0.771400006638938	0.482428051	-1.11923428868914	0.629501898	0.263040200921356	0.678510843	0.313103380625168	1.303003417725326
ENSMUST00000020886	Nampt	796.0032728	790.979584394711	-0.21652382	-0.0523560597588546	0.110234519	0.156827796088597	-1.964210694	-0.333844261442514	0.049505663	0.738497081818836	0.069190282	0.775800801815999	-0.1641677602411454
ENSMUST00000020896	Tspan13	745.8586234	1116.56090838893	0.091386331	-0.36592279846925	0.167491676	0.12131202730241	0.545617151	-3.01637691337123	0.585329132	0.00255815054295902	0.637252442	0.0044683705678195	0.45730912946925
ENSMUST00000020898	Agr2	0.839056442	11.2863902263645	0.033970065	2.71985720182918	1.119245441	0.705476517803889	0.030350863	3.85534760291662	0.975787232	0.000115565304808156		0.000239624929570346	-2.6858871368291797
ENSMUST00000020899	Matn3	59497.25474	67766.148789476	-1.438966478	-0.972969165898883	0.125845434	0.132491057033629	-11.43439562	-7.34365916978024	2.81e-30	2.07831969184348e-13	2.62e-29	9.40608303192595e-13	-0.46599731210111695
ENSMUST00000020904	Rock2	2160.584251	2257.91932528254	0.087487819	0.156853793859449	0.102375214	0.137016673054795	0.854580083	1.14477888247017	0.392783658	0.252300765238073	0.449773997	0.30169352367287	-0.06936597485944901
ENSMUST00000020908	E2f6	292.3165006	250.716395771508	-0.149698037	-0.0596955651924717	0.151416758	0.169895699394244	-0.98864907	-0.351365958086719	0.322834869	0.725313817804372	0.37755656	0.763731536266523	-0.09000247180752831
ENSMUST00000020909	Laptm4a	11555.04146	11652.7927149509	-0.327516093	-0.318447974337528	0.09155676	0.0994426584419422	-3.577191822	-3.20232764617258	0.000347305	0.00136321848969418	0.000654503	0.0024704644024771	-0.009068118662472036
ENSMUST00000020911	Sdc1	2363.987733	2419.23385102738	0.744858073	0.40459162106686	0.113452008	0.0997088217010817	6.565402311	4.0577314440621	5.19e-11	4.95517015293702e-05	1.73e-10	0.000107734847355436	0.34026645193314
ENSMUST00000020920	Rgs9	16.09925545	13.7009008341087	-0.105431167	-0.740860846355557	0.600378118	0.575012119876018	-0.175607943	-1.28842648832393	0.860601961	0.197597543053261	0.883064459	0.24231724833259	0.635429679355557
ENSMUST00000020922	Trib2	634.6441964	707.947902394264	0.120625091	0.246519641105879	0.112965877	0.116439701505096	1.067801132	2.11714422073719	0.285610228	0.0342476096630525	0.337974018	0.0498428680990807	-0.12589455010587902
ENSMUST00000020926	Lratd1	17.76180147	20.5907780114584	2.31584763	1.44886107902878	0.563792059	0.483902011453146	4.107627262	2.99412080284164	4e-05	0.00275236945401546	8.34e-05	0.00478251141422268	0.86698655097122
ENSMUST00000020927	Hs1bp3	291.65552	275.191622181287	1.719241413	1.63696010502138	0.16270895	0.152643621666856	10.56636045	10.7240648980017	4.27e-26	7.847680917493e-27	3.31e-25	7.81618342265408e-26	0.08228130797861999
ENSMUST00000020930	Gna13	353.5424976	365.01920486863	-0.308216506	-0.622903915982141	0.135885187	0.136074856827984	-2.268212705	-4.57765622909726	0.023316245	4.70214593233011e-06	0.034419554	1.13919103230084e-05	0.314687409982141
ENSMUST00000020931	Smc6	2239.638248	1842.23107975709	0.534762536	0.345734249843491	0.11587322	0.138823624434966	4.615065799	2.49045687469034	3.93e-06	0.0127578977557852	8.96e-06	0.0200173170375587	0.18902828615650902
ENSMUST00000020939	Nrcam	117.8856613	140.942343171151	-0.785959988	-0.408542507277824	0.234008613	0.217194109480568	-3.358679743	-1.88100178340415	0.000783158	0.0599716762445449	0.001413722	0.0827797974824533	-0.377417480722176
ENSMUST00000020947	Rdh14	242.4385343	199.291438729078	-1.262467165	-0.907434439174688	0.173973966	0.190811364232719	-7.256644184	-4.75566244612115	3.97e-13	1.97796733098021e-06	1.51e-12	4.99472571453627e-06	-0.35503272582531187
ENSMUST00000020948	Abca8b	116.927299	306.298966699181	-2.462961946	-4.4697707046196	0.255363777	0.238924426203621	-9.644915095	-18.7078850649213	5.17e-22	4.26986352713255e-78	3.21e-21	2.02314148546109e-76	2.0068087586195995
ENSMUST00000020949	Map2k6	236.431127	189.278469284161	0.689520399	0.683180056844454	0.166156562	0.204988854406641	4.149823451	3.33276684150454	3.33e-05	0.000859869694028481	7e-05	0.00160210641260766	0.006340342155545908
ENSMUST00000020954	Trappc12	973.9738833	894.212132131995	-0.00852609	0.0905980913472791	0.128689425	0.135229739821467	-0.066253227	0.669956856138957	0.947176221	0.502885293689746	0.956544541	0.555385349997102	-0.0991241813472791
ENSMUST00000020957	Adi1	281.3578211	301.76489956084	0.197913378	-0.0859200722648067	0.19978074	0.178859942453964	0.99065294	-0.480376271433283	0.321855078	0.630959863730599	0.376560452	0.677462845767065	0.2838334502648067
ENSMUST00000020958	Klhl29	377.7535703	401.119876297255	-0.207390715	-0.0598039120397475	0.141085078	0.152328357251459	-1.469969171	-0.39259868036931	0.141570104	0.69461591437179	0.179532968	0.735987234210261	-0.1475868029602525
ENSMUST00000020959	Rnaseh1	213.7162148	186.348579133744	-1.661145116	-1.2810924225624	0.193669543	0.180125639610379	-8.577214006	-7.11221581410325	9.72e-18	1.14194505748076e-12	4.86e-17	4.89295217634644e-12	-0.38005269343759984
ENSMUST00000020963	Dcdc2c	0.24123053	0.316291386364726	-0.005150201	0.105217789249011	0.95432366	0.899097603943457	-0.005396703	0.117025992269942	0.995694075	0.906839456144571			-0.110367990249011
ENSMUST00000020964	Fkbp1b	77.68542151	65.2816595784237	-2.712717198	-2.56849422552945	0.308325049	0.327863165275743	-8.798238124	-7.83404327646649	1.39e-18	4.72426054144205e-15	7.24e-18	2.42950117974194e-14	-0.14422297247054994
ENSMUST00000020969	Cmpk2	40.75465969	35.6526500595892	0.760700639	0.0355019662911959	0.367876795	0.412775366430056	2.067813599	0.0860079577864335	0.038657554	0.931460091271202	0.055097133	0.943908441418118	0.725198672708804
ENSMUST00000020970	Rsad2	5.607453601	3.93175745857985	-2.787013842	-0.820458136593099	0.99494739	0.881520691188424	-2.801167047	-0.930730435251607	0.005091815	0.351993021993934	0.008300805	0.405566210357534	-1.966555705406901
ENSMUST00000020971	Rnf144a	769.2998484	773.964856451633	-0.349341812	-0.669051533861021	0.143158236	0.115610322477106	-2.44024948	-5.7871262662857	0.014677122	7.16007586222612e-09	0.022390301	2.27694766939298e-08	0.31970972186102103
ENSMUST00000020974	Id2	1026.147845	1028.7261645074	-1.192730037	-0.414963305298588	0.128545905	0.198254559010535	-9.278631112	-2.09308329336597	1.72e-20	0.0363417197986414	9.79e-20	0.0525614066553303	-0.7777667317014121
ENSMUST00000020977	Dus4l	216.6759145	160.546914852738	2.358501972	2.02585995447184	0.200367982	0.226175768632793	11.77085255	8.95701589395686	5.52e-32	3.33583629074692e-19	5.62e-31	2.23523931958012e-18	0.33264201752816014
ENSMUST00000020979	Bcap29	228.5197047	196.739729672382	1.736258605	2.239173868079	0.224929597	0.253668279208314	7.719120228	8.82717332678468	1.17e-14	1.07354366206078e-18	4.9e-14	6.97327096549775e-18	-0.5029152630789999
ENSMUST00000020982	Klf11	154.1284922	172.369025318246	0.279299067	0.286474935594378	0.210574958	0.17973188028271	1.326364111	1.59390162248215	0.18471912	0.110958070990845	0.228786558	0.144006481462367	-0.007175868594377965
ENSMUST00000020986	Dnajc27	70.0450809	64.2676378941664	-1.096955729	-1.5293315163909	0.277920265	0.295693807894756	-3.947015994	-5.17201062571871	7.91e-05	2.31588411488271e-07	0.000160169	6.45721944886644e-07	0.4323757873909
ENSMUST00000020990	Pomc	33.69303558	32.8861860717642	-0.089185138	-0.222315806674425	0.382124351	0.369790163226339	-0.233392973	-0.601194484825578	0.815456269	0.547710457423603	0.843985184	0.598122533537627	0.133130668674425
ENSMUST00000020997	Sh3yl1	172.7790647	148.580308133776	1.048026557	1.09657356440002	0.189717513	0.201087116093162	5.524142404	5.45322637126085	3.31e-08	4.94640352320185e-08	8.95e-08	1.46481177150482e-07	-0.04854700740002005
ENSMUST00000020999	Kif3c	296.7976409	346.043978324612	-0.653275971	-0.624759563345862	0.179250054	0.165730921552254	-3.644495259	-3.76972237585053	0.000267917	0.000163429238052399	0.00051145	0.000332652227766603	-0.028516407654137987
ENSMUST00000021001	Rab10	964.4125483	899.632804869851	-0.388075271	-0.521387226883976	0.105627408	0.11392805586983	-3.674001657	-4.57646031877956	0.000238781	4.72909360240915e-06	0.000458389	1.14519780735813e-05	0.13331195588397599
ENSMUST00000021004	Sntg2	4.049732674	2.30851965221186	-0.84189284	-1.02080813543978	0.892110695	1.00415685798202	-0.943708942	-1.01658234699629	0.345318403	0.309352155504121	0.400948945	0.361759178014044	0.17891529543978002
ENSMUST00000021005	Tpo	0.276135507	0.0	0.041481626		0.955018017		0.043435438		0.965354429				
ENSMUST00000021011	Ccl7	2.088321389	3.96567730276488	0.077341383	-0.689949806840003	1.040718655	0.872346743495057	0.074315361	-0.790912343038869	0.940759454	0.42899514513743	0.951174959	0.483182202742487	0.767291189840003
ENSMUST00000021016	Hnf1b	0.374038855	0.659498804897657	0.224599205	0.854530803619205	1.022465283	0.956564741014682	0.219664383	0.893332951738067	0.826132545	0.371678896647238			-0.629931598619205
ENSMUST00000021018	Taf15	2249.293481	1865.90991658249	1.200093085	1.10823635749853	0.096125032	0.122183770022606	12.48470934	9.07024195843273	9.05e-36	1.18753013764067e-19	1.06e-34	8.15890602777899e-19	0.09185672750147011
ENSMUST00000021028	Itgb3	449.1340686	566.685966271413	1.647729724	1.40680775674962	0.427303283	0.222636859828928	3.856112954	6.31884476735161	0.000115204	2.63525821488816e-10	0.000229612	9.43114532490284e-10	0.24092196725037995
ENSMUST00000021029	Efcab3	3.296504692	1.87571679421427	3.275176339	2.56954676809029	1.06259869	1.06821289875512	3.082232615	2.40546315353879	0.002054542	0.0161519806832834	0.003525669	0.0249111080990152	0.7056295709097102
ENSMUST00000021030	Mettl2	313.6920527	257.421290368691	0.044905674	0.0877257162159501	0.148221149	0.150110159176379	0.302964012	0.584408921403331	0.761917287	0.558945225925791	0.797499101	0.608983260364601	-0.0428200422159501
ENSMUST00000021039	Lig3	1503.222041	1129.69290241871	-1.408906962	-1.48058362490309	0.103771711	0.101766433999333	-13.57698502	-14.5488405824734	5.48e-42	5.94012891819786e-48	8.25e-41	1.31373757539781e-46	0.07167666290308983
ENSMUST00000021040	Cct6b	11.78081451	11.769481227134	-0.879161737	-0.266768071634066	0.608944081	0.584954815285522	-1.443747897	-0.456049022357143	0.148809903	0.648354726791217	0.187936094	0.693840172626857	-0.612393665365934
ENSMUST00000021044	5530401A14Rik	0.0	0.0											
ENSMUST00000021045	Asic2	19.90878361	6.64971756527545	4.186386073	3.92890654928048	0.675447511	0.917651883834344	6.197944336	4.28147821466221	5.72e-10	1.85655901536782e-05	1.76e-09	4.23657739152124e-05	0.2574795237195202
ENSMUST00000021046	Ddx42	2527.029075	2331.38304996662	-0.007836745	0.0680703006036964	0.086096997	0.10036560475898	-0.091022277	0.678223389050079	0.92747489	0.497630064949858	0.939811152	0.550619844387158	-0.0759070456036964
ENSMUST00000021048	Ftsj3	1843.107873	1324.75155771267	0.264851505	0.24134097960159	0.117169871	0.111970814861684	2.260406222	2.15539183044899	0.023796051	0.0311311851224887	0.035057448	0.0456430684336429	0.023510525398409976
ENSMUST00000021049	Psmc5	2544.928498	1995.05374273296	-0.772651279	-0.915247465307224	0.100517435	0.0982782671241301	-7.686738895	-9.31281647600912	1.51e-14	1.24486641340177e-20	6.27e-14	9.08578721765473e-20	0.14259618630722404
ENSMUST00000021050	Adap2	11.02461528	17.4903200883427	-1.098363664	-0.780244160613819	0.648817081	0.572398202729741	-1.692871067	-1.36311427410651	0.090480012	0.172846498825864	0.119914153	0.215026390458788	-0.3181195033861811
ENSMUST00000021052	Smarcd2	1085.983733	938.345002940072	0.387320077	0.315494186293209	0.10603522	0.109147258443915	3.652749312	2.89053697537739	0.000259447	0.00384584286701367	0.000496119	0.00653061765436641	0.07182589070679096
ENSMUST00000021056	Scn4a	3.601877777	7.17654465735746	-1.145096939	-2.84416161376143	0.961951945	0.825491744390066	-1.190388923	-3.4454149700345	0.233893565	0.000570183324294102	0.283040089	0.00108599636411994	1.6990646747614297
ENSMUST00000021060	Polg2	113.7399177	106.219681256487	-0.467644847	-0.558398744846242	0.227363134	0.248804586801543	-2.056819149	-2.2443265697977	0.039703625	0.0248113972376731	0.056467634	0.0370412630729857	0.090753897846242
ENSMUST00000021062	Ddx5	12914.1656	11284.0075988467	1.266943166	1.27181021638917	0.102521124	0.11050323763293	12.35787433	11.5092574989873	4.42e-35	1.18494196663424e-30	5.02e-34	1.40248466721843e-29	-0.0048670503891701244
ENSMUST00000021063	Psmd12	2318.31437	1825.57595220645	-0.812136971	-0.85843528955932	0.098896002	0.110564280946283	-8.212030352	-7.76412854325336	2.17e-16	8.22084910463092e-15	1.01e-15	4.14896421030339e-14	0.046298318559319984
ENSMUST00000021065	Cacng1	1.547057582	0.712638812815527	-0.585043502	-1.10636922477989	1.104325649	1.05325917045504	-0.52977444	-1.05042448792723	0.596268329	0.293522991857963	0.647388365		0.52132572277989
ENSMUST00000021066	Cacng4	37.30680191	40.4000991164951	2.707264507	2.69697233008434	0.471892961	0.414863919055945	5.737030917	6.50086017656467	9.64e-09	7.98620352261692e-11	2.71e-08	2.97445957198256e-10	0.01029217691566009
ENSMUST00000021076	Rab37	29.28629516	31.2770925576241	-0.275064437	-1.29715298351401	0.536649724	0.57189592212726	-0.512558611	-2.26816267318193	0.608260112	0.0233192935940099	0.659269251	0.0349705805090544	1.0220885465140102
ENSMUST00000021077	Slc9a3r1	74.87041989	59.7283567696421	-1.302295475	-1.57668604370434	0.281174212	0.347070268407165	-4.631631996	-4.54284387694844	3.63e-06	5.55003562710875e-06	8.29e-06	1.33384884465691e-05	0.27439056870434
ENSMUST00000021078	Fdxr	258.5599826	211.640099554073	-0.764949943	-1.05538478538489	0.189015709	0.182853461968229	-4.047017814	-5.77175172963509	5.19e-05	7.84516482205845e-09	0.000106912	2.48617009003805e-08	0.2904348423848899
ENSMUST00000021082	Nt5c	308.5938224	249.567966352052	-1.919314545	-1.93306777113781	0.163053415	0.177514344912661	-11.77107851	-10.889642592484	5.5e-32	1.29146098836711e-27	5.61e-31	1.33063197260259e-26	0.013753226137809937
ENSMUST00000021083	Jpt1	1380.649419	1006.90866766273	0.29568454	-0.401537507591764	0.104267054	0.103696455304225	2.83583862	-3.87223947447126	0.004570553	0.000107839918747598	0.007492569	0.000224528477017005	0.697222047591764
ENSMUST00000021085	Nup85	1597.132083	1218.59823206892	-0.64182426	-0.48179262164916	0.090073337	0.103580027915076	-7.125574348	-4.65140463221516	1.04e-12	3.29681730038702e-06	3.84e-12	8.13151989470458e-06	-0.16003163835084006
ENSMUST00000021087	Mif4gd	97.59578428	99.8309420023888	-0.878670438	-0.938540663771686	0.259519936	0.249354142184028	-3.385753138	-3.76388639687816	0.000709832	0.000167292906192589	0.001288159	0.000340043792803789	0.05987022577168599
ENSMUST00000021089	Slc25a19	147.1127686	106.103877250304	-0.253206493	-0.408371754923611	0.220857841	0.216791380888717	-1.146468206	-1.88370844472473	0.251601475	0.059604423530469	0.30190945	0.0823194382520136	0.15516526192361102
ENSMUST00000021097	Recql5	314.6915902	302.121794527958	-0.448348361	-0.440103912945859	0.149984253	0.146879964200086	-2.98930289	-2.99635090015634	0.002796148	0.00273231819594296	0.004715062	0.00475218231252089	-0.008244448054140985
ENSMUST00000021114	Galk1	1945.471023	1600.1747418806	-3.80473382	-3.50372435359242	0.115778676	0.135784192801482	-32.86212916	-25.8036247173108	7.64e-237	8.07426443183703e-147	1.9e-234	1.14772141307307e-144	-0.3010094664075802
ENSMUST00000021116	Unk	667.15311	652.624609411629	-0.475511464	-0.542936660226165	0.109488761	0.133844739331932	-4.343016219	-4.0564661931142	1.41e-05	4.98207698439587e-05	3.06e-05	0.000108255549315138	0.06742519622616505
ENSMUST00000021120	Trim47	2201.92333	2431.58435219198	-1.117539903	-0.633575315511515	0.133271511	0.120500372963363	-8.385437335	-5.2578701619799	5.05e-17	1.4573334871693e-07	2.42e-16	4.13584407552737e-07	-0.4839645874884849
ENSMUST00000021130	Ten1	140.9686244	133.159763951897	-0.714100903	-0.337547210602323	0.205219307	0.215616062052684	-3.479696494	-1.56550123116452	0.000501982	0.117465428932783	0.000928033	0.151378518176646	-0.37655369239767694
ENSMUST00000021133	Srp68	3167.456802	2772.62737955	-0.460786355	-0.413025020742339	0.104807064	0.107262016809168	-4.396520029	-3.85061770260351	1.1e-05	0.000117820289756516	2.42e-05	0.000244024170650043	-0.04776133425766099
ENSMUST00000021134	Tsen54	465.7269342	444.967541825685	0.670726708	0.797645634332627	0.124113368	0.141629767488577	5.404145568	5.63190668513214	6.51e-08	1.78228115185101e-08	1.72e-07	5.47281425005255e-08	-0.12691892633262702
ENSMUST00000021135	Ncbp3	777.5166785	686.334905851388	-0.182212216	-0.0122764294722352	0.10957253	0.134870386203884	-1.662937012	-0.0910239068617842	0.096325045	0.927473594978702	0.126985307	0.940579130295988	-0.1699357865277648
ENSMUST00000021141	P2rx1	8.775825974	12.8025340024408	0.733248527	1.4794285609238	0.737073723	0.57139666259799	0.994810295	2.58914456062314	0.319828538	0.00962146938482057	0.374487457	0.0154004518709039	-0.7461800339238001
ENSMUST00000021142	Atp2a3	60.80499241	125.554748377516	0.333008655	0.084389200577673	0.361351585	0.247243241306773	0.921564119	0.341320555949859	0.356755982	0.732862274659252	0.412664873	0.770434161218217	0.24861945442232697
ENSMUST00000021147	Exoc7	1368.80175	1209.8655410099	-0.05640912	0.046388763546886	0.120611061	0.117604410565862	-0.467694419	0.394447481380018	0.640003133	0.693250694292265	0.687913302	0.734753396201901	-0.102797883546886
ENSMUST00000021148	Ube2g1	439.7751591	448.796753342071	-0.268054542	-0.624311959113151	0.138010096	0.134307275056495	-1.942282119	-4.64838527064553	0.052102956	3.34543613100308e-06	0.072462142	8.24449257600002e-06	0.35625741711315095
ENSMUST00000021157	Med31	266.1441366	254.408067840567	-0.874201162	-0.998331853497019	0.160518369	0.15293081811407	-5.446112916	-6.52799655300589	5.15e-08	6.66552305121236e-11	1.37e-07	2.50102314179396e-10	0.12413069149701905
ENSMUST00000021158	Txndc17	1178.227286	1076.84395199367	-0.326084933	-0.510513590905438	0.107679392	0.100157357314363	-3.0282947	-5.09711522542567	0.002459381	3.44868432818481e-07	0.00417893	9.44485358192176e-07	0.184428657905438
ENSMUST00000021161	Slc13a5	2750.433545	2735.86252020653	-2.651324629	-3.13781013430043	0.130522385	0.122219552576677	-20.3131794	-25.6735527838875	9.83e-92	2.30808467099163e-145	4.8e-90	3.18798751584797e-143	0.48648550530043
ENSMUST00000021164	Pimreg	307.7547543	214.829917857694	-0.4608212	-1.06123132550388	0.161848415	0.190505098566528	-2.847239497	-5.57061902011657	0.004410017	2.53835842275e-08	0.007247986	7.6928390949043e-08	0.6004101255038801
ENSMUST00000021166	Cygb	83.70607879	89.0629454859588	0.537569413	0.235665032454377	0.261485671	0.28905479847788	2.055827424	0.81529534778649	0.039799154	0.414903271095847	0.056576134	0.468719042601412	0.3019043805456231
ENSMUST00000021170	Mxra7	190.3980256	184.139455806873	1.574930564	0.74391215819574	0.187623339	0.169310211178221	8.394107978	4.39378199943696	4.69e-17	1.11395525408555e-05	2.25e-16	2.60159816159938e-05	0.83101840580426
ENSMUST00000021173	Mfsd11	698.1878215	693.763377566581	0.251879971	0.392949427206546	0.112842347	0.119205919166018	2.232140477	3.29639190700998	0.02560568	0.000979352932400098	0.037546655	0.00181021415014138	-0.14106945620654604
ENSMUST00000021177	Sec14l1	3579.373019	3285.93432697803	0.496388421	0.616033362902457	0.083062278	0.101077308292008	5.97609932	6.09467518785485	2.29e-09	1.09659881773448e-09	6.74e-09	3.71478558316764e-09	-0.119644941902457
ENSMUST00000021179	Vmo1	9.052446414	10.9521500300472	1.191311063	1.40040717335845	0.709321178	0.632329277667346	1.679508663	2.2146802667821	0.093052952	0.0267820182551543	0.123013626	0.039744124191538	-0.2090961103584501
ENSMUST00000021183	Eral1	333.7422743	287.589064931036	0.640085372	0.457621904038946	0.151390545	0.174177943357867	4.228040617	2.62732407569374	2.36e-05	0.00860593289998964	5.02e-05	0.0138903608851007	0.18246346796105406
ENSMUST00000021187	Dhrs13	127.5101306	103.490403062095	-1.011845232	-0.887775288392818	0.216892614	0.240134626060162	-4.665189888	-3.69698990503102	3.08e-06	0.000218171014526041	7.1e-06	0.000437747269244315	-0.12406994360718193
ENSMUST00000021197	Blmh	2223.861307	1896.10981550679	-0.156096015	-0.266184741958411	0.081940023	0.0965486140135365	-1.905003302	-2.7570022074174	0.056779642	0.00583339577235028	0.078365819	0.00967014804155122	0.11008872695841102
ENSMUST00000021201	Cpd	2733.588783	2524.38710875757	0.640234791	0.810988557483685	0.098314311	0.122950764229895	6.512122007	6.59604324188896	7.41e-11	4.22275807258702e-11	2.44e-10	1.61213561775089e-10	-0.170753766483685
ENSMUST00000021203	Timm22	509.1419934	456.513064143367	-0.828910996	-0.680017785436732	0.153800136	0.141763674398029	-5.389533559	-4.79684085732324	7.06e-08	1.6118756082534e-06	1.87e-07	4.10425578790225e-06	-0.14889321056326799
ENSMUST00000021204	Nxn	981.0968669	968.970464702513	1.442568313	0.710784396634635	0.114328187	0.132957821779093	12.61778351	5.34593893855746	1.68e-36	8.9949530709212e-08	2.05e-35	2.59804908091058e-07	0.731783916365365
ENSMUST00000021207	Rflnb	795.5649462	576.813479374898	2.192868508	1.3417868794924	0.118476697	0.14881026659451	18.50885923	9.01676282288109	1.75e-76	1.93729252839056e-19	6.44e-75	1.31557977310604e-18	0.8510816285076002
ENSMUST00000021209	Doc2b	43.73930175	44.3932121447297	4.177337161	4.13261689538135	0.48235981	0.443974083684723	8.660209821	9.30823903297027	4.71e-18	1.29969229276167e-20	2.38e-17	9.46706211856897e-20	0.04472026561864961
ENSMUST00000021217	Nme2	0.0	0.0											
ENSMUST00000021226	Luc7l3	1058.412437	921.769260832573	-0.527846631	-0.614834045748887	0.103758797	0.11532561591533	-5.08724702	-5.33128777044889	3.63e-07	9.7518742586239e-08	9.1e-07	2.80781103285177e-07	0.08698741474888705
ENSMUST00000021239	Lrrc59	5057.191532	3560.310729981	-1.350811789	-1.22568233023597	0.10828327	0.105330733541687	-12.47479676	-11.6365118614775	1.02e-35	2.68784890590072e-31	1.2e-34	3.25768177411362e-30	-0.12512945876402992
ENSMUST00000021241	Dlx4	0.879637275	1.95335282240179	-1.214958671	-0.700872630160206	1.118847752	1.0257636856187	-1.085901696	-0.683269099877981	0.277522487	0.49443681594643		0.547624587508259	-0.514086040839794
ENSMUST00000021242	Tac4	0.398126722	0.33192492400184	0.08607115	0.193618649461011	0.96968983	0.909217107843645	0.088761527	0.212950952848004	0.929271434	0.831365219106403			-0.10754749946101101
