symbol	human_pure_cpm	human_purity_ratio	mt_baseMean	mt_lfc	ru_lfc	interaction_n3	interaction_n2	cartilage_enriched
Cyp7b1	23.0	0.278	129.1	1.321	1.443	-0.122	-0.432	0
Scamp4	26.15	1.278	884.5	-1.016	-0.894	-0.122	-0.233	0
Tbc1d23	27.57	0.356	1589.0	0.36	0.483	-0.123	-0.346	0
Cby1	25.17	2.176	219.7	-0.814	-0.691	-0.123	-0.083	1
Pcgf2	27.91	5.927	850.5	-0.349	-0.227	-0.123	-0.279	1
Ofd1	39.63	0.532	395.1	0.402	0.525	-0.123	-0.33	0
Qrich1	23.44	0.39	1847.5	-0.731	-0.608	-0.123	-0.293	0
Paxbp1	32.39	0.498	638.7	-0.486	-0.362	-0.124	-0.06	0
Slc30a9	42.78	0.495	1348.4	-0.848	-0.725	-0.124	-0.378	0
Chmp5	72.79	4.81	805.7	-0.37	-0.247	-0.124	-0.305	1
Bag1	58.63	2.78	1843.8	-3.151	-3.027	-0.124	-0.4	1
Tmem8b	23.18	1.84	441.8	-0.965	-0.841	-0.124	-0.479	0
Exoc1	41.3	0.71	604.3	-0.462	-0.338	-0.124	-0.164	0
Bod1	43.53	3.545	522.8	0.959	1.084	-0.125	-0.285	1
Golga3	102.15	0.886	3838.6	-0.462	-0.337	-0.125	-0.422	0
Sspn	196.07	3.962	438.7	1.116	1.24	-0.125	-0.617	1
Ubxn6	76.77	3.09	915.1	-1.658	-1.533	-0.125	-0.544	1
Lbr	29.57	0.909	1059.8	-0.628	-0.503	-0.125	-0.144	0
Tiam1	77.85	0.201	1404.3	-0.338	-0.212	-0.125	-0.417	0
Lrrc59	76.68	2.314	5057.2	-1.351	-1.226	-0.125	-0.19	1
Parl	26.99	0.641	969.9	1.618	1.744	-0.126	-0.16	0
Pias1	36.53	0.205	631.7	-1.256	-1.131	-0.126	-0.398	0
Mbd5	31.85	0.084	960.1	0.82	0.946	-0.126	-0.413	0
Uqcr10	164.69	6.26	1016.4	-0.688	-0.562	-0.126	-0.039	1
Naa20	36.95	1.373	368.4	1.839	1.965	-0.126	-0.117	0
Aco1	24.51	0.638	1887.6	-0.345	-0.219	-0.126	-0.218	0
Pja2	111.62	0.944	2940.0	0.967	1.093	-0.126	-0.256	0
Cnih1	70.11	3.253	767.6	-1.595	-1.469	-0.127	-0.634	1
Yipf2	52.06	2.634	750.8	1.22	1.347	-0.127	-0.165	1
Gopc	55.77	0.932	899.6	0.658	0.785	-0.127	-0.328	0
Morf4l2	172.44	0.928	6729.0	-0.328	-0.201	-0.127	-0.196	0
Ttc37	64.95	1.027	3047.2	0.652	0.779	-0.127	-0.167	0
Psmd7	59.55	1.48	2667.7	-0.618	-0.491	-0.127	-0.033	0
Tcea3	42.75	2.092	535.2	1.157	1.284	-0.127	-0.31	1
Csnk1g3	39.07	0.33	751.1	0.455	0.582	-0.127	-0.079	0
Dbnl	49.62	1.337	1739.9	0.674	0.802	-0.128	-0.474	0
Mfap3l	39.79	1.021	165.7	-2.218	-2.089	-0.128	-0.215	0
Akirin1	48.12	0.748	296.2	-0.706	-0.578	-0.128	-0.333	0
Bhlhe40	238.56	3.035	746.6	-0.956	-0.828	-0.128	-0.105	1
Rab31	31.74	0.105	732.0	0.93	1.058	-0.128	-0.221	0
Decr1	30.57	0.69	719.6	-1.631	-1.503	-0.128	-0.363	0
Ergic2	48.29	1.101	2449.3	1.275	1.404	-0.128	-0.102	0
Atp2b1	140.29	0.27	4226.3	-0.931	-0.803	-0.129	-0.486	0
Rin2	33.95	0.218	1336.3	-0.839	-0.711	-0.129	-0.473	0
Pdpk1	29.64	0.607	616.4	0.419	0.548	-0.129	-0.315	0
Sltm	84.83	0.524	1876.7	0.294	0.423	-0.129	-0.357	0
Fmc1	23.3	10.832	207.8	-0.838	-0.709	-0.129	-0.266	1
Psma3	42.69	0.933	842.5	0.962	1.092	-0.13	-0.1	0
Tent4b	25.91	0.261	363.3	-0.731	-0.601	-0.13	-0.048	0
Txnl1	58.92	0.877	2048.9	-0.96	-0.83	-0.13	-0.081	0
Upf3b	20.11	0.605	205.3	-0.994	-0.863	-0.13	-0.512	0
Zer1	21.79	0.518	1040.7	-0.661	-0.53	-0.13	-0.321	0
Slc6a8	27.3	1.822	1482.7	-0.283	-0.152	-0.131	-0.128	0
Ddx1	59.86	1.284	5966.9	0.342	0.473	-0.131	-0.216	0
Mrpl22	24.04	1.55	382.5	1.095	1.225	-0.131	-0.288	0
Ndufb7	144.7	4.511	996.5	-1.396	-1.264	-0.131	-0.29	1
Afg3l2	39.81	0.658	1248.1	-0.73	-0.599	-0.131	-0.157	0
Ormdl3	45.86	4.101	1027.7	-0.389	-0.258	-0.131	-0.424	1
Vgll4	141.42	0.669	841.6	-1.109	-0.977	-0.131	-0.552	0
Kmt5a	37.56	0.838	1037.1	-1.254	-1.122	-0.132	-0.083	0
Stam2	24.52	0.471	723.9	-0.572	-0.44	-0.132	-0.332	0
Wdr35	20.27	0.436	728.0	-1.585	-1.453	-0.133	-0.098	0
Adcy3	71.64	1.262	909.1	-0.909	-0.776	-0.133	-0.317	0
Snx7	43.79	0.887	1292.5	-0.516	-0.382	-0.134	-0.108	0
Akt1s1	40.8	2.367	1022.3	-0.719	-0.586	-0.134	-0.018	1
Rrad	47.46	0.802	77.7	1.558	1.692	-0.134	-0.052	0
Pebp1	187.05	5.097	1757.6	1.232	1.367	-0.135	-0.285	1
Tbc1d22a	23.3	0.05	577.3	0.629	0.764	-0.135	-0.62	0
Picalm	57.37	0.133	2424.6	-0.813	-0.679	-0.135	-0.403	0
Arpc5	88.1	1.412	738.7	-2.15	-2.015	-0.135	-0.139	0
Tsen34	36.33	4.354	1482.5	0.752	0.887	-0.136	-0.182	1
Nckap1	66.39	0.647	4565.5	0.576	0.712	-0.136	-0.26	0
Pwwp3a	31.57	0.943	624.7	-1.934	-1.798	-0.136	-0.125	0
Cthrc1	249.03	8.867	9343.8	0.327	0.463	-0.136	-0.595	1
Fut11	41.08	1.132	610.4	0.478	0.614	-0.136	-0.625	0
Aasdhppt	22.23	1.307	909.4	0.846	0.982	-0.136	-0.259	0
Slc37a3	20.0	0.493	1895.8	-0.413	-0.277	-0.136	-0.399	0
Rarg	53.56	0.95	4691.3	-0.803	-0.666	-0.137	-0.217	0
Mta1	38.94	2.158	3231.6	-0.717	-0.58	-0.137	-0.097	1
Pfdn4	39.66	3.986	488.3	-1.014	-0.876	-0.138	-0.067	1
Tnpo2	22.58	0.839	2564.2	-0.537	-0.399	-0.138	-0.003	0
Chmp4b	42.65	0.425	2792.5	-0.567	-0.429	-0.138	-0.24	0
Syde1	33.14	3.527	800.5	-1.312	-1.174	-0.138	-0.388	1
Arglu1	154.57	0.701	881.6	0.426	0.565	-0.138	-0.033	0
Fbxo22	22.11	0.498	512.2	-0.436	-0.297	-0.139	-0.017	0
Glud1	102.15	0.53	3278.0	0.705	0.844	-0.139	-0.247	0
Efs	27.46	1.803	2441.3	-0.737	-0.598	-0.139	-0.216	0
Ak2	74.68	1.972	1467.7	-2.639	-2.499	-0.139	-0.33	1
Nfatc1	93.99	0.231	1801.3	-0.532	-0.392	-0.14	-0.745	0
Gtf3a	49.95	1.999	866.7	0.395	0.534	-0.14	-0.186	1
Arid4a	47.42	0.629	431.3	-1.36	-1.22	-0.14	-0.314	0
Npc1	26.55	0.204	1902.4	-0.448	-0.308	-0.141	-0.386	0
Xpnpep1	29.05	0.911	3671.1	0.552	0.693	-0.141	-0.172	0
Uri1	78.61	0.673	741.5	0.503	0.645	-0.141	-0.401	0
Polr2g	48.19	4.917	2147.2	1.445	1.587	-0.142	-0.038	1
Mtmr12	29.39	0.588	904.2	-1.077	-0.935	-0.142	-0.289	0
Eif2b1	25.84	1.722	774.9	-1.622	-1.48	-0.142	-0.234	0
Spg7	49.44	0.606	1222.5	-0.431	-0.289	-0.142	-0.284	0
Srm	57.34	3.073	3257.2	-1.187	-1.045	-0.142	-0.342	1
Rnf10	39.31	0.47	7223.6	-0.406	-0.264	-0.142	-0.239	0
Fis1	112.83	3.018	1420.0	-0.515	-0.372	-0.143	-0.19	1
Zdhhc5	21.88	0.512	1878.3	-1.184	-1.041	-0.144	-0.295	0
Ubap2	36.61	0.215	3028.1	-0.724	-0.58	-0.144	-0.305	0
Xrcc6	100.06	1.052	844.1	-0.392	-0.249	-0.144	-0.358	0
Arl6ip4	158.31	3.144	792.2	-0.382	-0.237	-0.144	-0.301	1
Scyl1	33.14	1.002	4197.1	-0.536	-0.391	-0.145	-0.23	0
Mrps21	110.21	2.861	578.9	-0.497	-0.352	-0.145	-0.132	1
Glt8d1	50.58	3.431	2948.1	0.598	0.743	-0.146	-0.179	1
Tctn1	25.83	1.658	698.3	0.919	1.064	-0.146	-0.076	0
Tomm7	414.23	4.201	853.1	-0.429	-0.283	-0.146	-0.176	1
Sfswap	36.08	0.348	1318.7	-0.707	-0.561	-0.146	-0.141	0
Stau1	67.86	0.425	2016.0	0.75	0.897	-0.146	-0.306	0
Tlk1	49.61	0.265	1432.1	-0.361	-0.214	-0.146	-0.187	0
Syngr2	44.72	1.508	431.7	0.86	1.007	-0.147	-0.079	0
Pbx3	23.77	0.109	211.0	0.696	0.843	-0.147	-0.044	0
Arhgap21	35.32	0.253	2001.9	1.061	1.208	-0.147	-0.201	0
Timm13	73.51	3.592	943.1	-0.592	-0.445	-0.147	-0.348	1
Lats2	32.53	0.372	1907.7	-0.473	-0.326	-0.148	-0.359	0
Osbpl8	60.95	0.2	1091.6	0.525	0.673	-0.148	-0.209	0
Ehd1	22.9	0.389	1849.1	-0.364	-0.216	-0.148	-0.047	0
Abr	21.56	0.081	2471.8	0.559	0.707	-0.148	-0.322	0
Cd109	321.52	1.037	8808.7	-0.297	-0.149	-0.148	-0.281	0
Tmem107	24.3	1.542	282.0	-0.895	-0.746	-0.148	-0.273	0
Dap	114.54	1.071	2393.0	-1.535	-1.386	-0.149	-0.34	0
Brd8	38.61	1.109	1886.4	-0.326	-0.177	-0.149	-0.45	0
Foxk1	21.19	0.332	495.9	-0.416	-0.267	-0.149	-0.438	0
Prdx4	292.97	8.286	5297.6	-0.75	-0.601	-0.149	-0.15	1
Mob4	33.27	0.463	481.1	-0.482	-0.332	-0.15	-0.045	0
Ercc1	46.46	0.563	712.3	0.529	0.678	-0.15	-0.069	0
Bnip2	60.18	1.112	1113.7	-0.702	-0.552	-0.15	-0.036	0
Akt3	80.46	0.155	752.1	0.467	0.617	-0.15	-0.266	0
Rbpj	94.2	0.567	472.6	7.417	7.567	-0.15	-0.985	0
Cspg4	926.8	3.64	30270.5	-0.927	-0.777	-0.15	-0.228	1
Egln1	58.06	1.257	763.4	0.552	0.702	-0.151	-0.145	0
Ints10	50.09	1.013	1058.8	0.755	0.906	-0.151	-0.043	0
Tomm40	23.79	1.999	1309.7	-0.719	-0.569	-0.151	-0.133	1
Pnkd	42.82	2.697	409.4	1.072	1.223	-0.151	-0.311	1
Ddx19a	20.91	0.765	1153.2	1.211	1.363	-0.151	-0.171	0
Timp3	769.46	2.124	1690.5	0.263	0.415	-0.152	-0.111	1
Ociad1	122.25	1.561	2640.4	-0.664	-0.512	-0.152	-0.316	0
Vma21	35.86	2.345	231.8	2.006	2.159	-0.153	-0.372	1
Ttbk2	30.01	0.413	505.1	-1.246	-1.093	-0.153	-0.068	0
Stxbp1	28.36	0.569	907.3	-2.297	-2.143	-0.153	-0.219	0
Ier3ip1	119.37	2.948	1485.9	-1.488	-1.335	-0.153	-0.317	1
Tent5a	256.67	2.053	1427.1	-0.537	-0.383	-0.154	-1.128	1
Chpt1	71.69	0.879	782.5	0.769	0.923	-0.154	-0.641	0
Mrpl41	60.76	3.163	563.8	0.501	0.656	-0.155	-0.042	1
Yif1a	99.06	7.304	2894.7	-0.735	-0.579	-0.155	-0.135	1
Lsm1	28.71	2.853	278.4	-0.726	-0.57	-0.156	-0.181	1
Gmppa	24.17	2.608	2145.6	-0.453	-0.297	-0.156	-0.008	1
Tsnax	30.81	0.897	1713.1	1.378	1.534	-0.156	-0.382	0
Golga2	116.26	1.516	4336.7	-0.341	-0.184	-0.156	-0.577	0
Ttc3	359.84	0.997	4762.2	-0.537	-0.38	-0.157	-0.257	0
Man1a2	47.11	0.379	1163.8	0.771	0.928	-0.157	-0.307	0
Rab5a	61.93	0.594	948.7	-0.528	-0.371	-0.157	-0.218	0
Ubn2	52.58	0.462	362.9	-0.74	-0.582	-0.158	-0.698	0
Fbxl17	22.1	0.078	672.0	0.638	0.796	-0.158	-0.447	0
Kctd9	42.6	0.853	579.8	0.468	0.626	-0.158	-0.523	0
Clstn1	82.01	1.418	7018.0	0.405	0.563	-0.159	-0.33	0
Nptn	123.52	0.607	2610.1	-0.538	-0.379	-0.159	-0.269	0
Foxa3	30.45	1.822	112.4	-3.37	-3.21	-0.16	-0.206	0
Mllt10	36.16	0.272	839.2	-0.427	-0.267	-0.16	-0.394	0
Hexa	126.29	2.078	3545.1	-0.453	-0.292	-0.16	-0.487	1
Impad1	104.63	2.133	2400.8	0.544	0.705	-0.161	-0.166	1
Ythdc2	31.5	0.424	616.3	1.87	2.031	-0.161	-0.236	0
Czib	29.72	5.441	900.0	0.53	0.691	-0.161	-0.305	1
Slc38a1	25.64	0.137	125.4	-0.813	-0.652	-0.161	-0.467	0
Cuedc2	31.39	3.588	2035.3	1.295	1.458	-0.162	-0.217	1
Glo1	67.18	1.639	1084.8	2.315	2.477	-0.162	-0.53	0
Sh3glb1	106.62	1.243	2550.2	-1.162	-0.999	-0.163	-0.021	0
Stard13	37.95	0.089	634.9	-1.061	-0.897	-0.164	-0.64	0
Mtg1	30.55	0.87	423.2	0.863	1.027	-0.164	-0.272	0
Acaca	23.28	0.145	1819.7	1.73	1.895	-0.165	-0.589	0
Ubl5	225.71	8.62	1218.2	0.629	0.794	-0.165	-0.304	1
Tmed7	68.95	2.86	1303.0	-0.601	-0.435	-0.166	-0.458	1
Atraid	79.59	7.721	1128.0	-1.769	-1.603	-0.166	-0.44	1
Ebna1bp2	29.09	2.739	1951.3	-1.248	-1.081	-0.166	-0.149	1
Clcn7	21.65	0.694	742.3	0.392	0.558	-0.167	-0.257	0
Snu13	134.84	2.417	396.9	1.574	1.742	-0.167	-0.327	1
Prkd3	36.45	0.53	1811.2	0.321	0.488	-0.167	-0.22	0
Gga1	24.49	0.797	1178.0	-1.288	-1.12	-0.168	-0.317	0
Gtf2f1	35.73	1.377	1476.6	-0.47	-0.3	-0.169	-0.165	0
Vti1b	31.08	0.714	625.7	-2.027	-1.858	-0.169	-0.012	0
Anapc5	82.56	0.895	8472.3	-0.81	-0.64	-0.17	-0.165	0
Capza2	80.44	0.755	1025.5	-2.917	-2.747	-0.17	-0.104	0
Kxd1	34.97	3.128	257.3	0.658	0.829	-0.17	-0.249	1
Hnmt	20.75	0.791	287.5	4.787	4.957	-0.171	-0.192	0
Cpd	36.69	0.615	2733.6	0.64	0.811	-0.171	-0.039	0
Ptrhd1	50.04	7.155	227.7	-0.606	-0.435	-0.171	-0.203	1
Cul4a	30.85	0.346	2107.3	-0.64	-0.469	-0.171	-0.28	0
H6pd	22.51	0.621	1744.0	-1.019	-0.848	-0.171	-0.092	0
Stt3b	57.92	0.431	3799.6	-0.937	-0.766	-0.171	-0.381	0
Cep350	66.38	0.287	1688.2	0.272	0.443	-0.172	-0.589	0
Rflna	33.64	0.835	1185.7	-2.284	-2.112	-0.172	-0.689	0
Rpl36al	235.88	2.762	2163.4	2.618	2.79	-0.172	-0.156	1
Clint1	78.15	0.579	4230.0	-2.445	-2.273	-0.172	-0.266	0
Dnajc21	71.76	1.171	674.4	-0.802	-0.63	-0.172	-0.088	0
Gmcl1	61.89	0.991	623.2	-0.791	-0.619	-0.172	-0.052	0
Lgmn	138.41	1.897	3106.1	-0.972	-0.799	-0.173	-0.392	0
Srebf1	35.66	1.012	4884.4	-1.316	-1.143	-0.173	-0.452	0
Crls1	35.89	0.901	277.3	-1.385	-1.211	-0.174	-0.044	0
Btbd1	20.1	0.407	1241.9	1.189	1.363	-0.174	-0.127	0
Stard4	37.78	1.343	320.9	-2.026	-1.852	-0.174	-0.575	0
Slc35b3	23.38	0.98	432.9	0.766	0.94	-0.174	-0.335	0
H3f3a	597.51	3.39	557.6	2.566	2.741	-0.174	-0.138	1
Fyttd1	55.83	0.805	883.2	-1.491	-1.316	-0.174	-0.187	0
Gmds	55.94	0.075	749.4	0.378	0.552	-0.174	-0.17	0
Safb2	38.73	0.446	1051.9	-1.167	-0.993	-0.175	-0.181	0
Bbx	101.72	0.485	1084.7	0.711	0.886	-0.175	-0.263	0
Mrpl17	47.72	8.309	2095.3	-0.991	-0.816	-0.175	-0.372	1
Mpc2	48.44	3.532	693.0	0.863	1.038	-0.175	-0.22	1
Cttnbp2nl	22.32	0.423	776.1	-0.814	-0.639	-0.175	-0.36	0
Megf8	22.51	1.194	2969.9	-0.833	-0.658	-0.175	-0.379	0
Arl2bp	61.5	3.727	848.8	-1.352	-1.177	-0.175	-0.25	1
Phtf2	165.13	0.98	1092.3	-1.101	-0.926	-0.175	-0.433	0
Snx3	135.73	1.417	1625.3	-0.465	-0.289	-0.175	-0.168	0
Sdhd	40.56	1.315	1450.8	-0.935	-0.759	-0.175	-0.253	0
Tial1	80.46	1.093	1294.6	-1.316	-1.14	-0.176	-0.059	0
Cers2	52.45	4.323	1870.4	-0.73	-0.553	-0.176	-0.357	1
Mbd3	40.05	0.82	2701.6	-0.546	-0.37	-0.177	-0.293	0
Pdcl	21.55	1.585	584.0	-1.135	-0.957	-0.177	-0.399	0
Ino80	20.86	0.141	879.1	-0.383	-0.205	-0.178	-0.103	0
Stub1	62.85	2.356	3034.5	-0.698	-0.52	-0.178	-0.166	1
Zc3h14	33.54	0.725	2067.4	-0.933	-0.755	-0.178	-0.348	0
Rexo2	152.27	5.311	1624.5	-1.118	-0.94	-0.178	-0.216	1
Col12a1	1298.72	5.394	104942.8	0.992	1.17	-0.178	-0.513	1
Ryk	73.96	0.714	4327.8	-0.396	-0.217	-0.179	-0.395	0
Atrn	32.14	0.498	2024.9	0.795	0.974	-0.179	-0.194	0
Lrpprc	51.27	0.536	2402.7	1.124	1.303	-0.179	-0.074	0
Ssb	90.92	2.729	2582.7	-1.509	-1.33	-0.179	-0.059	1
Srpk2	49.67	0.171	1676.8	0.377	0.556	-0.179	-0.317	0
Grhpr	42.99	3.578	842.0	-2.856	-2.676	-0.18	-0.721	1
Prrc1	71.28	1.594	3134.3	-1.75	-1.57	-0.18	-0.448	0
Mphosph9	20.38	0.376	417.5	0.749	0.929	-0.18	-0.522	0
Heatr5a	21.15	0.25	3272.2	-0.93	-0.75	-0.18	-0.291	0
Sar1a	101.23	1.288	3515.0	-1.525	-1.345	-0.181	-0.279	0
Kcnk6	24.86	0.878	124.9	-2.496	-2.315	-0.181	-0.171	0
Nr1h2	28.81	2.014	1344.0	0.736	0.917	-0.181	-0.11	1
Cops4	26.51	1.071	2405.1	-0.66	-0.479	-0.182	-0.205	0
Dus1l	23.13	1.868	906.0	-0.524	-0.342	-0.182	-0.125	0
Vkorc1	374.25	11.439	3209.9	-1.501	-1.318	-0.183	-0.215	1
Slc39a6	77.55	3.148	1737.1	-0.459	-0.276	-0.183	-0.471	1
Gars	85.17	0.739	7159.5	-0.457	-0.275	-0.183	-0.239	0
Atp1a1	218.78	1.392	15393.1	-0.579	-0.395	-0.183	-0.339	0
Dph3	26.12	2.22	247.5	-2.297	-2.114	-0.183	-0.1	1
Usp12	28.31	0.121	478.5	0.756	0.939	-0.184	-0.19	0
Eny2	129.67	4.068	1124.9	-2.387	-2.203	-0.184	-0.24	1
Nfyc	24.26	0.38	604.9	1.166	1.351	-0.185	-0.2	0
Mon2	77.47	0.278	4029.3	-1.237	-1.052	-0.185	-0.3	0
Iscu	41.05	2.02	185.5	1.71	1.895	-0.185	-0.067	1
Ift20	58.02	3.87	1378.0	-2.577	-2.392	-0.185	-0.283	1
Tmem45a	150.96	2.774	3185.1	0.397	0.582	-0.185	-0.45	1
Trnt1	23.27	0.632	652.8	-1.438	-1.253	-0.185	-0.172	0
Prpsap1	45.92	0.81	912.2	-0.313	-0.127	-0.186	-0.342	0
Slc26a2	138.96	1.346	4793.3	-1.788	-1.602	-0.186	-0.556	0
Aldh1l2	31.87	0.709	2485.5	1.452	1.638	-0.186	-0.183	0
Nelfcd	26.28	1.355	1367.4	0.534	0.72	-0.186	-0.014	0
Rpa3	61.34	4.072	961.9	2.005	2.191	-0.186	-0.282	1
Nqo2	32.99	0.528	326.0	2.057	2.243	-0.187	-0.416	0
Mrpl27	50.9	2.659	432.9	0.509	0.696	-0.187	-0.092	1
Actr1b	21.06	1.679	2029.0	-0.801	-0.614	-0.187	-0.271	0
Crbn	28.84	0.779	656.4	0.426	0.613	-0.187	-0.416	0
Pth1r	797.45	3.655	17653.4	-1.661	-1.474	-0.187	-0.49	1
Ndufb9	61.01	2.066	1665.7	-0.751	-0.564	-0.187	-0.126	1
Krtcap2	187.18	4.454	2833.0	-1.471	-1.283	-0.188	-0.1	1
Nbr1	66.36	1.266	3200.2	-0.442	-0.254	-0.188	-0.326	0
P4hb	986.93	5.552	49172.4	-1.021	-0.833	-0.188	-0.47	1
Sec23ip	41.04	0.727	3474.1	-1.0	-0.812	-0.189	-0.291	0
Eif2ak4	37.18	0.612	1596.8	-0.279	-0.09	-0.189	-0.475	0
Tmem106b	48.12	1.807	1165.8	1.238	1.427	-0.189	-0.238	0
Bsg	236.37	3.231	11678.5	-0.954	-0.764	-0.19	-0.249	1
Efemp2	103.49	5.679	6778.9	-1.261	-1.07	-0.19	-0.442	1
Ring1	27.37	2.154	1067.2	1.325	1.515	-0.19	-0.561	1
Rer1	133.12	3.098	2424.4	-1.097	-0.906	-0.191	-0.127	1
Btaf1	31.23	0.184	1030.7	-0.744	-0.552	-0.191	-0.151	0
Afdn	77.78	0.646	790.6	0.407	0.599	-0.191	-0.257	0
Jdp2	30.89	0.352	434.8	-0.607	-0.415	-0.192	-0.333	0
Dstyk	26.0	0.573	432.8	-1.03	-0.838	-0.192	-0.589	0
Lats1	31.94	0.417	1747.7	-0.939	-0.747	-0.192	-0.55	0
Calu	238.05	1.181	14287.5	-0.945	-0.752	-0.192	-0.409	0
Tmx4	43.15	0.855	492.6	1.563	1.755	-0.193	-0.391	0
Mtmr10	22.08	0.449	912.5	-0.516	-0.323	-0.193	-0.557	0
Tomm5	87.03	6.041	391.0	2.585	2.777	-0.193	-0.076	1
Ppif	32.77	1.537	246.5	-2.139	-1.947	-0.193	-0.281	0
Mapk8ip3	24.73	0.294	1029.3	-0.483	-0.29	-0.193	-0.165	0
Wnk1	114.39	0.314	5063.2	-0.44	-0.247	-0.193	-0.118	0
Tgfb2	41.93	0.55	1026.4	-0.562	-0.368	-0.193	-0.489	0
Vps26b	20.86	1.153	908.7	-1.119	-0.925	-0.194	-0.345	0
Cd151	153.53	4.57	1270.7	0.562	0.756	-0.194	-0.206	1
Tram1	161.47	1.825	4712.1	0.343	0.537	-0.194	-0.422	0
Sel1l	57.52	0.736	2465.1	-0.416	-0.221	-0.195	-0.364	0
Phf10	48.45	0.974	1789.3	-0.468	-0.273	-0.195	-0.002	0
Pomgnt1	26.11	2.207	1943.8	-0.53	-0.335	-0.195	-0.28	1
Hadh	31.39	1.267	1168.1	-0.607	-0.411	-0.196	-0.455	0
P3h4	70.4	1.914	6256.2	-1.495	-1.299	-0.196	-0.664	0
Hras	33.06	3.069	632.8	-2.582	-2.386	-0.196	-0.317	1
Cops8	38.92	2.377	1293.2	0.342	0.539	-0.196	-0.139	1
Wac	96.01	0.289	2085.9	0.361	0.558	-0.197	-0.245	0
Fam120a	108.13	0.929	7662.3	-0.964	-0.767	-0.197	-0.229	0
Pds5a	52.03	0.262	1957.5	-0.655	-0.458	-0.197	-0.258	0
Otub1	26.8	1.249	1777.0	-0.535	-0.338	-0.197	-0.109	0
Hmox2	30.19	1.137	1378.9	-0.341	-0.144	-0.197	-0.062	0
E2f4	20.23	2.102	931.8	-0.577	-0.379	-0.197	-0.137	1
Mdfi	145.97	2.091	1691.7	-0.393	-0.196	-0.198	-0.423	1
Bmp2	80.13	1.577	554.5	-0.794	-0.596	-0.198	-0.067	0
Nid2	110.61	2.503	28058.2	-1.317	-1.119	-0.198	-0.645	1
Lrrc1	76.62	0.888	608.2	-1.425	-1.226	-0.199	-0.18	0
Klf9	50.14	0.923	147.6	-1.239	-1.041	-0.199	-0.297	0
Taf10	44.07	3.399	465.0	0.475	0.675	-0.2	-0.12	1
Dstn	571.97	1.513	4797.6	0.957	1.156	-0.2	-0.119	0
Ppp1r11	20.89	1.348	462.8	-1.456	-1.256	-0.2	-0.432	0
Cacybp	38.02	0.659	562.2	-1.186	-0.986	-0.201	-0.17	0
Pmp22	262.63	1.498	2669.3	-0.5	-0.299	-0.201	-0.119	0
Dusp22	32.27	0.721	522.7	1.682	1.883	-0.201	-0.263	0
Tmem65	31.34	0.361	527.9	0.842	1.043	-0.201	-0.404	0
Tmem237	34.57	2.67	532.9	0.659	0.86	-0.201	-0.142	1
Zbtb10	58.99	0.421	226.8	1.73	1.932	-0.202	-0.574	0
Slc16a1	76.46	1.145	1854.3	-0.762	-0.56	-0.202	-0.183	0
Chpf	66.91	2.053	5740.5	-0.489	-0.286	-0.203	-0.456	1
Smpd3	498.24	12.694	24487.9	-0.551	-0.349	-0.203	-0.47	1
Dcaf11	22.81	0.969	1450.0	0.578	0.781	-0.203	-0.512	0
Serpinh1	394.25	3.388	69651.2	-1.455	-1.252	-0.203	-0.598	1
Rpn2	278.25	2.688	19247.0	-0.717	-0.514	-0.203	-0.422	1
Dad1	158.2	5.881	3812.5	-1.085	-0.881	-0.203	-0.354	1
Fam76a	20.37	0.936	276.4	-0.475	-0.271	-0.203	-0.042	0
Gbf1	27.05	0.098	6645.6	-0.386	-0.182	-0.204	-0.355	0
Tm2d3	41.8	1.309	440.6	-1.078	-0.874	-0.205	-0.036	0
Sorbs3	44.17	2.291	1495.8	0.549	0.755	-0.205	-0.337	1
Sugp2	40.23	0.651	799.4	0.467	0.673	-0.206	-0.276	0
Igf2bp2	32.71	0.296	2179.3	1.176	1.382	-0.206	-0.475	0
Tmem87a	48.73	0.373	682.1	-0.678	-0.472	-0.206	-0.238	0
Rcc1l	24.96	0.798	419.5	-0.536	-0.33	-0.206	-0.012	0
Metap2	88.52	1.137	2050.0	-0.808	-0.601	-0.207	-0.104	0
Sec62	267.28	2.071	3532.1	-0.738	-0.531	-0.207	-0.29	1
Trappc2l	44.29	5.167	351.5	-1.338	-1.131	-0.207	-0.249	1
Rras	35.95	5.821	424.0	-1.503	-1.296	-0.207	-0.136	1
Fam13b	34.43	0.235	1233.5	0.654	0.861	-0.207	-0.123	0
Snx17	65.16	3.799	2337.1	-1.373	-1.166	-0.207	-0.443	1
Eloa	26.65	1.035	949.8	-0.747	-0.539	-0.208	-0.112	0
Slc35b2	80.35	9.375	4152.5	-1.096	-0.888	-0.208	-0.403	1
Pold4	67.06	3.016	218.8	-0.689	-0.481	-0.208	-0.499	1
Spats2	36.04	0.294	1033.2	-0.587	-0.378	-0.208	-0.442	0
Tef	25.27	2.104	384.3	-0.792	-0.583	-0.209	-0.488	1
Elovl1	28.88	2.402	1501.1	-0.77	-0.561	-0.209	-0.372	1
Rps27a	2045.56	4.268	1470.0	5.23	5.44	-0.209	-0.038	1
Smpd4	29.22	0.916	1125.9	0.635	0.844	-0.209	-0.477	0
Oaz1	479.98	2.998	3982.8	7.143	7.352	-0.21	-0.154	1
Zadh2	23.94	1.12	451.1	-0.568	-0.358	-0.21	-0.234	0
Fkbp5	198.94	2.619	472.2	-0.644	-0.434	-0.21	-0.295	1
